generation,fitness_score,avg_total,pref_penalty,capacity_viol,elig_viol,under_cap,total_violations,gini,cx_ops_gen,mut_ops_gen,repair_calls_gen
1,22117.0,26557.1,357,24,48,8,80,0.279370571758115,45,53,143
2,22117.0,26778.741666666665,357,24,48,8,80,0.279370571758115,44,62,150
3,22117.0,26661.45,357,24,48,8,80,0.279370571758115,41,44,126
4,22117.0,27209.825,357,24,48,8,80,0.279370571758115,52,42,146
5,22117.0,27438.35,357,24,48,8,80,0.279370571758115,51,53,155
6,22117.0,27878.191666666666,357,24,48,8,80,0.279370571758115,49,48,146
7,22117.0,28134.091666666667,357,24,48,8,80,0.279370571758115,43,44,130
8,22117.0,28006.091666666667,357,24,48,8,80,0.279370571758115,48,48,144
9,22117.0,28215.366666666665,357,24,48,8,80,0.279370571758115,46,46,138
10,22117.0,28123.883333333335,357,24,48,8,80,0.279370571758115,49,50,148
11,22117.0,28126.516666666666,357,24,48,8,80,0.279370571758115,40,53,133
12,22117.0,28582.608333333334,357,24,48,8,80,0.279370571758115,47,47,141
13,22117.0,28662.891666666666,357,24,48,8,80,0.279370571758115,42,45,129
14,22117.0,28931.05,357,24,48,8,80,0.279370571758115,49,45,143
15,22117.0,29372.975,357,24,48,8,80,0.279370571758115,50,40,140
16,22117.0,29429.525,357,24,48,8,80,0.279370571758115,47,45,139
17,22117.0,29832.775,357,24,48,8,80,0.279370571758115,50,47,147
18,22117.0,30043.333333333332,357,24,48,8,80,0.279370571758115,45,41,131
19,22117.0,30496.258333333335,357,24,48,8,80,0.279370571758115,46,43,135
20,22117.0,31052.575,357,24,48,8,80,0.279370571758115,50,48,148
21,22117.0,31336.041666666668,357,24,48,8,80,0.279370571758115,47,45,139
22,22117.0,31409.783333333333,357,24,48,8,80,0.279370571758115,46,43,135
23,22117.0,31332.658333333333,357,24,48,8,80,0.279370571758115,50,42,142
24,22117.0,31794.733333333334,357,24,48,8,80,0.279370571758115,45,44,134
25,22117.0,32037.233333333334,357,24,48,8,80,0.279370571758115,43,43,129
26,22117.0,32058.791666666668,357,24,48,8,80,0.279370571758115,47,49,143
27,22117.0,32327.0,357,24,48,8,80,0.279370571758115,48,39,135
28,22117.0,32345.433333333334,357,24,48,8,80,0.279370571758115,48,41,137
29,22117.0,32461.916666666668,357,24,48,8,80,0.279370571758115,42,35,119
30,22117.0,32228.333333333332,357,24,48,8,80,0.279370571758115,50,49,149
