generation,fitness_score,avg_total,pref_penalty,capacity_viol,elig_viol,under_cap,total_violations,gini,cx_ops_gen,mut_ops_gen,repair_calls_gen
1,20652.0,25953.05,352,27,40,10,77,0.2645975517278734,47,49,143
2,20652.0,26199.95,352,27,40,10,77,0.2645975517278734,48,48,144
3,20652.0,26085.283333333333,352,27,40,10,77,0.2645975517278734,48,50,146
4,20652.0,26204.558333333334,352,27,40,10,77,0.2645975517278734,54,51,159
5,20652.0,25925.991666666665,352,27,40,10,77,0.2645975517278734,43,49,135
6,20652.0,26186.366666666665,352,27,40,10,77,0.2645975517278734,49,40,138
7,20652.0,26218.858333333334,352,27,40,10,77,0.2645975517278734,47,51,145
8,20652.0,26479.916666666668,352,27,40,10,77,0.2645975517278734,49,44,142
9,20652.0,26357.933333333334,352,27,40,10,77,0.2645975517278734,53,45,151
10,20652.0,26446.65,352,27,40,10,77,0.2645975517278734,46,47,139
11,20652.0,26504.483333333334,352,27,40,10,77,0.2645975517278734,52,43,147
12,20652.0,26350.483333333334,352,27,40,10,77,0.2645975517278734,42,40,124
13,20652.0,26283.35,352,27,40,10,77,0.2645975517278734,45,49,139
14,20652.0,26306.758333333335,352,27,40,10,77,0.2645975517278734,48,47,143
15,20652.0,26425.725,352,27,40,10,77,0.2645975517278734,47,52,146
16,20652.0,26497.3,352,27,40,10,77,0.2645975517278734,49,42,140
17,20652.0,26497.233333333334,352,27,40,10,77,0.2645975517278734,44,54,142
18,20652.0,26409.416666666668,352,27,40,10,77,0.2645975517278734,47,44,138
19,20652.0,26312.483333333334,352,27,40,10,77,0.2645975517278734,49,54,152
20,20652.0,26392.775,352,27,40,10,77,0.2645975517278734,45,39,129
21,20652.0,26510.933333333334,352,27,40,10,77,0.2645975517278734,46,49,141
22,20652.0,26369.625,352,27,40,10,77,0.2645975517278734,45,47,137
23,20652.0,26329.816666666666,352,27,40,10,77,0.2645975517278734,49,49,147
24,20652.0,26384.925,352,27,40,10,77,0.2645975517278734,50,45,145
25,20652.0,26519.808333333334,352,27,40,10,77,0.2645975517278734,46,49,141
26,20652.0,26489.366666666665,352,27,40,10,77,0.2645975517278734,49,44,142
27,20652.0,26596.325,352,27,40,10,77,0.2645975517278734,47,46,140
28,20652.0,26786.7,352,27,40,10,77,0.2645975517278734,51,38,140
29,20652.0,26814.275,352,27,40,10,77,0.2645975517278734,49,48,146
30,20652.0,26744.866666666665,352,27,40,10,77,0.2645975517278734,44,43,131
