Student ID,Assigned Project,Matched Preference Rank,OutOfList,Rank Note
9653507,P019,4,0,
9653508,P014,5,0,
9653509,P022,5,0,
9653510,P016,1,0,
9653511,P030,5,0,
9653512,P037,1,0,
9653513,P007,3,0,
9653514,P034,1,0,
9653515,P021,4,0,
9653516,P036,1,0,
9653517,P034,3,0,
9653518,P005,2,0,
9653519,P010,5,0,
9653520,P027,5,0,
9653521,P014,6,0,Worst (in list)
9653522,P027,1,0,
9653523,P015,5,0,
9653524,P025,6,0,Worst (in list)
9653525,P030,4,0,
9653526,P002,2,0,
9653527,P004,2,0,
9653528,P021,2,0,
9653529,P017,1,0,
9653530,P015,1,0,
9653531,P016,3,0,
9653532,P024,5,0,
9653533,P011,2,0,
9653534,P016,6,0,Worst (in list)
9653535,P020,2,0,
9653536,P027,6,0,Worst (in list)
9653537,P030,5,0,
9653538,P012,2,0,
9653539,P006,5,0,
9653540,P002,6,0,Worst (in list)
9653541,P037,4,0,
9653542,P035,4,0,
9653543,P036,5,0,
9653544,P002,3,0,
9653545,P026,1,0,
9653546,P030,5,0,
9653547,P013,5,0,
9653548,P008,1,0,
9653549,P035,6,0,Worst (in list)
9653550,P009,6,0,Worst (in list)
9653551,P004,3,0,
9653552,P019,3,0,
9653553,P012,2,0,
9653554,P037,4,0,
9653555,P020,2,0,
9653556,P025,3,0,
9653557,P014,5,0,
9653558,P006,2,0,
9653559,P031,5,0,
9653560,P003,1,0,
9653561,P008,5,0,
9653562,P010,1,0,
9653563,P037,6,0,Worst (in list)
9653564,P006,6,0,Worst (in list)
9653565,P017,4,0,
9653566,P012,5,0,
9653567,P012,4,0,
9653568,P023,3,0,
9653569,P032,5,0,
9653570,P021,6,0,Worst (in list)
9653571,P021,2,0,
9653572,P035,1,0,
9653573,P018,5,0,
9653574,P019,1,0,
9653575,P001,3,0,
9653576,P010,4,0,
9653577,P027,3,0,
9653578,P013,5,0,
9653579,P036,6,0,Worst (in list)
9653580,P032,4,0,
9653581,P022,4,0,
9653582,P025,4,0,
9653583,P010,6,0,Worst (in list)
9653584,P032,1,0,
9653585,P001,5,0,
9653586,P031,4,0,
9653587,P025,4,0,
9653588,P016,4,0,
9653589,P007,3,0,
9653590,P003,3,0,
9653591,P027,6,0,Worst (in list)
9653592,P011,3,0,
9653593,P010,3,0,
9653594,P001,3,0,
9653595,P029,2,0,
9653596,P031,5,0,
9653597,P023,3,0,
9653598,P004,4,0,
9653599,P009,6,0,Worst (in list)
9653600,P020,3,0,
9653601,P006,2,0,
9653602,P018,6,0,Worst (in list)
9653603,P019,4,0,
9653604,P024,6,0,Worst (in list)
9653605,P017,4,0,
9653606,P007,5,0,
9653607,P002,2,0,
9653608,P008,3,0,
