generation,fitness_score,avg_total,pref_penalty,capacity_viol,elig_viol,under_cap,total_violations,gini,cx_ops_gen,mut_ops_gen,repair_calls_gen
1,20580.0,26761.425,340,23,44,7,74,0.26444374541260335,46,47,139
2,20580.0,26720.416666666668,340,23,44,7,74,0.26444374541260335,49,53,151
3,20580.0,26913.908333333333,340,23,44,7,74,0.26444374541260335,52,39,143
4,20580.0,26743.875,340,23,44,7,74,0.26444374541260335,47,48,142
5,20580.0,26696.375,340,23,44,7,74,0.26444374541260335,44,50,138
6,20580.0,26677.791666666668,340,23,44,7,74,0.26444374541260335,52,44,148
7,20580.0,26528.65,340,23,44,7,74,0.26444374541260335,54,51,159
8,20580.0,26720.591666666667,340,23,44,7,74,0.26444374541260335,46,41,133
9,20580.0,27004.25,340,23,44,7,74,0.26444374541260335,43,58,144
10,20580.0,27031.325,340,23,44,7,74,0.26444374541260335,49,49,147
11,20580.0,27521.825,340,23,44,7,74,0.26444374541260335,45,56,146
12,20580.0,27909.591666666667,340,23,44,7,74,0.26444374541260335,48,38,134
13,20580.0,28388.633333333335,340,23,44,7,74,0.26444374541260335,42,50,134
14,20580.0,28502.375,340,23,44,7,74,0.26444374541260335,52,51,155
15,20580.0,28397.133333333335,340,23,44,7,74,0.26444374541260335,44,53,141
16,20580.0,28843.1,340,23,44,7,74,0.26444374541260335,43,52,138
17,20580.0,29239.525,340,23,44,7,74,0.26444374541260335,45,47,137
18,20580.0,29415.766666666666,340,23,44,7,74,0.26444374541260335,47,45,139
19,20580.0,29295.033333333333,340,23,44,7,74,0.26444374541260335,48,51,147
20,20580.0,29843.866666666665,340,23,44,7,74,0.26444374541260335,47,47,141
21,20580.0,30240.883333333335,340,23,44,7,74,0.26444374541260335,42,48,132
22,20580.0,30420.125,340,23,44,7,74,0.26444374541260335,49,43,141
23,20580.0,30407.15,340,23,44,7,74,0.26444374541260335,42,51,135
24,20580.0,30219.625,340,23,44,7,74,0.26444374541260335,45,43,133
25,20580.0,30346.833333333332,340,23,44,7,74,0.26444374541260335,46,49,141
26,20580.0,30860.808333333334,340,23,44,7,74,0.26444374541260335,46,55,147
27,20580.0,30808.033333333333,340,23,44,7,74,0.26444374541260335,46,55,147
28,20580.0,30815.875,340,23,44,7,74,0.26444374541260335,45,53,143
29,20580.0,30760.5,340,23,44,7,74,0.26444374541260335,48,48,144
30,20580.0,30421.608333333334,340,23,44,7,74,0.26444374541260335,50,43,143
