generation,fitness_score,avg_total,pref_penalty,capacity_viol,elig_viol,under_cap,total_violations,gini,cx_ops_gen,mut_ops_gen,repair_calls_gen
1,20845.0,26581.7,345,24,44,5,73,0.27644933312078207,44,59,147
2,20845.0,26357.891666666666,345,24,44,5,73,0.27644933312078207,51,48,150
3,20845.0,26525.141666666666,345,24,44,5,73,0.27644933312078207,47,46,140
4,20845.0,26782.883333333335,345,24,44,5,73,0.27644933312078207,48,56,152
5,20845.0,27531.85,345,24,44,5,73,0.27644933312078207,50,51,151
6,20845.0,27396.425,345,24,44,5,73,0.27644933312078207,48,55,151
7,20845.0,27614.466666666667,345,24,44,5,73,0.27644933312078207,51,48,150
8,20845.0,28091.991666666665,345,24,44,5,73,0.27644933312078207,44,51,139
9,20845.0,29039.883333333335,345,24,44,5,73,0.27644933312078207,43,41,127
10,20845.0,29763.125,345,24,44,5,73,0.27644933312078207,52,50,154
11,20845.0,30609.533333333333,345,24,44,5,73,0.27644933312078207,54,38,146
12,20845.0,31077.616666666665,345,24,44,5,73,0.27644933312078207,46,47,139
13,20845.0,30886.333333333332,345,24,44,5,73,0.27644933312078207,49,54,152
14,20845.0,31003.083333333332,345,24,44,5,73,0.27644933312078207,45,45,135
15,20845.0,31379.516666666666,345,24,44,5,73,0.27644933312078207,50,46,146
16,20845.0,31272.541666666668,345,24,44,5,73,0.27644933312078207,45,48,138
17,20845.0,31788.808333333334,345,24,44,5,73,0.27644933312078207,52,46,150
18,20845.0,32152.933333333334,345,24,44,5,73,0.27644933312078207,50,55,155
19,20845.0,32386.775,345,24,44,5,73,0.27644933312078207,50,43,143
20,20845.0,32160.116666666665,345,24,44,5,73,0.27644933312078207,50,50,150
21,20845.0,32383.316666666666,345,24,44,5,73,0.27644933312078207,49,53,151
22,20845.0,32547.908333333333,345,24,44,5,73,0.27644933312078207,49,46,144
23,20845.0,32587.675,345,24,44,5,73,0.27644933312078207,44,52,140
24,20845.0,32861.03333333333,345,24,44,5,73,0.27644933312078207,45,37,127
25,20845.0,32781.39166666667,345,24,44,5,73,0.27644933312078207,50,50,150
26,20845.0,32933.73333333333,345,24,44,5,73,0.27644933312078207,48,42,138
27,20845.0,33099.84166666667,345,24,44,5,73,0.27644933312078207,44,42,130
28,20845.0,32913.9,345,24,44,5,73,0.27644933312078207,48,47,143
29,20845.0,33120.458333333336,345,24,44,5,73,0.27644933312078207,52,49,153
30,20845.0,33413.1,345,24,44,5,73,0.27644933312078207,49,53,151
