generation,fitness_score,avg_total,pref_penalty,capacity_viol,elig_viol,under_cap,total_violations,gini,cx_ops_gen,mut_ops_gen,repair_calls_gen
1,20865.0,26309.183333333334,365,25,43,5,73,0.28459464014832303,45,51,141
2,20865.0,26429.95,365,25,43,5,73,0.28459464014832303,45,45,135
3,20865.0,26264.825,365,25,43,5,73,0.28459464014832303,42,50,134
4,20865.0,26730.05,365,25,43,5,73,0.28459464014832303,47,51,145
5,20865.0,26633.425,365,25,43,5,73,0.28459464014832303,44,60,148
6,20865.0,26882.1,365,25,43,5,73,0.28459464014832303,50,46,146
7,20865.0,26904.741666666665,365,25,43,5,73,0.28459464014832303,42,45,129
8,20865.0,27162.033333333333,365,25,43,5,73,0.28459464014832303,44,58,146
9,20865.0,27042.65,365,25,43,5,73,0.28459464014832303,49,52,150
10,20865.0,27312.983333333334,365,25,43,5,73,0.28459464014832303,46,54,146
11,20865.0,27444.808333333334,365,25,43,5,73,0.28459464014832303,51,50,152
12,20865.0,27410.65,365,25,43,5,73,0.28459464014832303,47,40,134
13,20865.0,27448.308333333334,365,25,43,5,73,0.28459464014832303,48,54,150
14,20865.0,27601.816666666666,365,25,43,5,73,0.28459464014832303,51,42,144
15,20865.0,27824.058333333334,365,25,43,5,73,0.28459464014832303,47,53,147
16,20865.0,28201.083333333332,365,25,43,5,73,0.28459464014832303,48,41,137
17,20865.0,28855.958333333332,365,25,43,5,73,0.28459464014832303,48,50,146
18,20865.0,28950.233333333334,365,25,43,5,73,0.28459464014832303,53,53,159
19,20865.0,29129.133333333335,365,25,43,5,73,0.28459464014832303,46,50,142
20,20865.0,29230.6,365,25,43,5,73,0.28459464014832303,44,46,134
21,20865.0,29187.075,365,25,43,5,73,0.28459464014832303,47,48,142
22,20865.0,29189.45,365,25,43,5,73,0.28459464014832303,48,50,146
23,20865.0,29215.85,365,25,43,5,73,0.28459464014832303,52,50,154
24,20865.0,29306.875,365,25,43,5,73,0.28459464014832303,54,49,157
25,20865.0,29450.125,365,25,43,5,73,0.28459464014832303,44,40,128
26,20865.0,29374.25,365,25,43,5,73,0.28459464014832303,44,50,138
27,20865.0,29222.516666666666,365,25,43,5,73,0.28459464014832303,46,45,137
28,20865.0,29341.458333333332,365,25,43,5,73,0.28459464014832303,46,47,139
29,20865.0,29310.908333333333,365,25,43,5,73,0.28459464014832303,50,51,151
30,20865.0,29500.475,365,25,43,5,73,0.28459464014832303,48,52,148
