generation,fitness_score,avg_total,pref_penalty,capacity_viol,elig_viol,under_cap,total_violations,gini,cx_ops_gen,mut_ops_gen,repair_calls_gen
1,21212.0,26479.308333333334,372,22,47,7,76,0.29853227840843954,46,48,140
2,21212.0,26753.891666666666,372,22,47,7,76,0.29853227840843954,47,55,149
3,21212.0,27122.091666666667,372,22,47,7,76,0.29853227840843954,45,45,135
4,21212.0,27159.041666666668,372,22,47,7,76,0.29853227840843954,53,46,152
5,21212.0,27348.3,372,22,47,7,76,0.29853227840843954,44,42,130
6,21212.0,27333.275,372,22,47,7,76,0.29853227840843954,55,51,161
7,21212.0,27526.608333333334,372,22,47,7,76,0.29853227840843954,51,42,144
8,21212.0,27668.45,372,22,47,7,76,0.29853227840843954,49,53,151
9,21212.0,28081.733333333334,372,22,47,7,76,0.29853227840843954,49,59,157
10,21212.0,27883.958333333332,372,22,47,7,76,0.29853227840843954,45,35,125
11,21212.0,27703.008333333335,372,22,47,7,76,0.29853227840843954,49,47,145
12,21212.0,27596.266666666666,372,22,47,7,76,0.29853227840843954,39,50,128
13,21212.0,28048.8,372,22,47,7,76,0.29853227840843954,46,47,139
14,21212.0,27881.808333333334,372,22,47,7,76,0.29853227840843954,47,44,138
15,21212.0,27953.625,372,22,47,7,76,0.29853227840843954,44,48,136
16,21212.0,28194.891666666666,372,22,47,7,76,0.29853227840843954,49,58,156
17,21212.0,28206.691666666666,372,22,47,7,76,0.29853227840843954,47,49,143
18,21212.0,27961.633333333335,372,22,47,7,76,0.29853227840843954,45,41,131
19,21212.0,28114.033333333333,372,22,47,7,76,0.29853227840843954,48,51,147
20,21212.0,28253.325,372,22,47,7,76,0.29853227840843954,50,47,147
21,21212.0,28439.491666666665,372,22,47,7,76,0.29853227840843954,42,46,130
22,21212.0,28471.033333333333,372,22,47,7,76,0.29853227840843954,44,50,138
23,21212.0,28723.65,372,22,47,7,76,0.29853227840843954,47,39,133
24,21212.0,29240.066666666666,372,22,47,7,76,0.29853227840843954,50,48,148
25,21212.0,29222.683333333334,372,22,47,7,76,0.29853227840843954,45,41,131
26,21212.0,29079.308333333334,372,22,47,7,76,0.29853227840843954,49,51,149
27,21212.0,29170.883333333335,372,22,47,7,76,0.29853227840843954,51,45,147
28,21212.0,29609.858333333334,372,22,47,7,76,0.29853227840843954,47,47,141
29,21212.0,29941.441666666666,372,22,47,7,76,0.29853227840843954,49,41,139
30,21212.0,29974.575,372,22,47,7,76,0.29853227840843954,41,45,127
