generation,fitness_score,avg_total,pref_penalty,capacity_viol,elig_viol,under_cap,total_violations,gini,cx_ops_gen,mut_ops_gen,repair_calls_gen
1,20245.0,26683.225,365,28,38,4,70,0.2779088712849036,46,49,141
2,20245.0,26848.175,365,28,38,4,70,0.2779088712849036,50,48,148
3,20245.0,27399.791666666668,365,28,38,4,70,0.2779088712849036,54,52,160
4,20245.0,27333.833333333332,365,28,38,4,70,0.2779088712849036,48,50,146
5,20245.0,27503.975,365,28,38,4,70,0.2779088712849036,49,57,155
6,20245.0,28129.975,365,28,38,4,70,0.2779088712849036,50,39,139
7,20245.0,28149.291666666668,365,28,38,4,70,0.2779088712849036,46,42,134
8,20245.0,28610.925,365,28,38,4,70,0.2779088712849036,44,44,132
9,20245.0,29190.1,365,28,38,4,70,0.2779088712849036,48,57,153
10,20245.0,29837.733333333334,365,28,38,4,70,0.2779088712849036,46,50,142
11,20245.0,30017.341666666667,365,28,38,4,70,0.2779088712849036,46,43,135
12,20245.0,30118.475,365,28,38,4,70,0.2779088712849036,48,48,144
13,20245.0,30208.25,365,28,38,4,70,0.2779088712849036,44,42,130
14,20245.0,30274.925,365,28,38,4,70,0.2779088712849036,43,46,132
15,20245.0,30438.633333333335,365,28,38,4,70,0.2779088712849036,45,45,135
16,20245.0,30529.191666666666,365,28,38,4,70,0.2779088712849036,45,44,134
17,20245.0,30620.866666666665,365,28,38,4,70,0.2779088712849036,51,31,133
18,20245.0,30630.258333333335,365,28,38,4,70,0.2779088712849036,50,51,151
19,20245.0,31056.433333333334,365,28,38,4,70,0.2779088712849036,45,37,127
20,20245.0,31069.45,365,28,38,4,70,0.2779088712849036,45,48,138
21,20245.0,31101.125,365,28,38,4,70,0.2779088712849036,52,45,149
22,20245.0,30983.033333333333,365,28,38,4,70,0.2779088712849036,42,53,137
23,20245.0,30881.858333333334,365,28,38,4,70,0.2779088712849036,44,33,121
24,20245.0,30611.691666666666,365,28,38,4,70,0.2779088712849036,44,65,153
25,20245.0,30853.258333333335,365,28,38,4,70,0.2779088712849036,56,52,164
26,20245.0,30729.475,365,28,38,4,70,0.2779088712849036,45,48,138
27,20245.0,30728.108333333334,365,28,38,4,70,0.2779088712849036,50,47,147
28,20245.0,30595.441666666666,365,28,38,4,70,0.2779088712849036,48,46,142
29,20245.0,30955.341666666667,365,28,38,4,70,0.2779088712849036,48,41,137
30,20245.0,31039.6,365,28,38,4,70,0.2779088712849036,43,47,133
