generation,fitness_score,avg_total,pref_penalty,capacity_viol,elig_viol,under_cap,total_violations,gini,cx_ops_gen,mut_ops_gen,repair_calls_gen
1,20904.0,26732.441666666666,384,29,39,6,74,0.3122994652406416,49,51,149
2,20904.0,27000.9,384,29,39,6,74,0.3122994652406416,50,46,146
3,20904.0,27028.183333333334,384,29,39,6,74,0.3122994652406416,48,54,150
4,20904.0,27743.975,384,29,39,6,74,0.3122994652406416,48,42,138
5,20904.0,27538.358333333334,384,29,39,6,74,0.3122994652406416,44,45,133
6,20904.0,27729.466666666667,384,29,39,6,74,0.3122994652406416,50,47,147
7,20904.0,28028.225,384,29,39,6,74,0.3122994652406416,45,32,122
8,20904.0,28178.15,384,29,39,6,74,0.3122994652406416,43,42,128
9,20904.0,28073.741666666665,384,29,39,6,74,0.3122994652406416,50,61,161
10,20904.0,27984.483333333334,384,29,39,6,74,0.3122994652406416,48,49,145
11,20904.0,28131.016666666666,384,29,39,6,74,0.3122994652406416,44,53,141
12,20904.0,28313.5,384,29,39,6,74,0.3122994652406416,49,51,149
13,20904.0,28368.008333333335,384,29,39,6,74,0.3122994652406416,43,45,131
14,20904.0,28486.15,384,29,39,6,74,0.3122994652406416,50,52,152
15,20904.0,28651.45,384,29,39,6,74,0.3122994652406416,45,50,140
16,20904.0,28907.866666666665,384,29,39,6,74,0.3122994652406416,49,43,141
17,20904.0,28852.083333333332,384,29,39,6,74,0.3122994652406416,42,47,131
18,20904.0,28845.333333333332,384,29,39,6,74,0.3122994652406416,46,56,148
19,20904.0,28594.95,384,29,39,6,74,0.3122994652406416,45,52,142
20,20904.0,28755.716666666667,384,29,39,6,74,0.3122994652406416,46,50,142
21,20904.0,28865.241666666665,384,29,39,6,74,0.3122994652406416,47,49,143
22,20904.0,28646.866666666665,384,29,39,6,74,0.3122994652406416,46,39,131
23,20904.0,28885.558333333334,384,29,39,6,74,0.3122994652406416,51,46,148
24,20904.0,28912.183333333334,384,29,39,6,74,0.3122994652406416,46,51,143
25,20904.0,28963.216666666667,384,29,39,6,74,0.3122994652406416,53,48,154
26,20904.0,28795.008333333335,384,29,39,6,74,0.3122994652406416,46,49,141
27,20904.0,28639.2,384,29,39,6,74,0.3122994652406416,50,46,146
28,20904.0,28730.358333333334,384,29,39,6,74,0.3122994652406416,44,47,135
29,20904.0,28712.85,384,29,39,6,74,0.3122994652406416,45,48,138
30,20904.0,28887.2,384,29,39,6,74,0.3122994652406416,47,46,140
