generation,fitness_score,avg_total,pref_penalty,capacity_viol,elig_viol,under_cap,total_violations,gini,cx_ops_gen,mut_ops_gen,repair_calls_gen
1,21406.0,26265.916666666668,366,24,46,2,72,0.28234167230110424,50,54,154
2,21406.0,26428.733333333334,366,24,46,2,72,0.28234167230110424,45,48,138
3,21406.0,26605.958333333332,366,24,46,2,72,0.28234167230110424,40,48,128
4,21406.0,26322.066666666666,366,24,46,2,72,0.28234167230110424,43,47,133
5,21406.0,26594.166666666668,366,24,46,2,72,0.28234167230110424,42,36,120
6,21406.0,26774.016666666666,366,24,46,2,72,0.28234167230110424,55,44,154
7,21406.0,27086.633333333335,366,24,46,2,72,0.28234167230110424,46,66,158
8,21406.0,27274.425,366,24,46,2,72,0.28234167230110424,46,54,146
9,21406.0,27672.616666666665,366,24,46,2,72,0.28234167230110424,51,45,147
10,21406.0,27624.441666666666,366,24,46,2,72,0.28234167230110424,44,41,129
11,21406.0,27954.066666666666,366,24,46,2,72,0.28234167230110424,45,50,140
12,21406.0,28138.491666666665,366,24,46,2,72,0.28234167230110424,51,54,156
13,21406.0,28171.033333333333,366,24,46,2,72,0.28234167230110424,49,40,138
14,21406.0,28132.733333333334,366,24,46,2,72,0.28234167230110424,48,43,139
15,21406.0,28402.308333333334,366,24,46,2,72,0.28234167230110424,48,47,143
16,21406.0,28341.483333333334,366,24,46,2,72,0.28234167230110424,48,55,151
17,21406.0,28870.1,366,24,46,2,72,0.28234167230110424,48,50,146
18,21406.0,29208.166666666668,366,24,46,2,72,0.28234167230110424,53,57,163
19,21406.0,29462.108333333334,366,24,46,2,72,0.28234167230110424,50,48,148
20,21406.0,29914.716666666667,366,24,46,2,72,0.28234167230110424,52,41,145
21,21406.0,29973.016666666666,366,24,46,2,72,0.28234167230110424,45,50,140
22,21406.0,30198.766666666666,366,24,46,2,72,0.28234167230110424,48,56,152
23,21406.0,30447.55,366,24,46,2,72,0.28234167230110424,47,48,142
24,21406.0,30695.016666666666,366,24,46,2,72,0.28234167230110424,45,48,138
25,21406.0,30833.875,366,24,46,2,72,0.28234167230110424,46,47,139
26,21406.0,30766.141666666666,366,24,46,2,72,0.28234167230110424,48,54,150
27,21406.0,30881.591666666667,366,24,46,2,72,0.28234167230110424,47,53,147
28,21406.0,31188.283333333333,366,24,46,2,72,0.28234167230110424,48,46,142
29,21406.0,31183.683333333334,366,24,46,2,72,0.28234167230110424,41,60,142
30,21406.0,31128.116666666665,366,24,46,2,72,0.28234167230110424,50,40,140
