generation,fitness_score,avg_total,pref_penalty,capacity_viol,elig_viol,under_cap,total_violations,gini,cx_ops_gen,mut_ops_gen,repair_calls_gen
1,20227.0,26617.008333333335,347,21,45,4,70,0.27384196185286097,50,44,144
2,20227.0,26949.9,347,21,45,4,70,0.27384196185286097,47,35,129
3,20227.0,27276.2,347,21,45,4,70,0.27384196185286097,45,43,133
4,20227.0,27403.4,347,21,45,4,70,0.27384196185286097,46,48,140
5,20227.0,27142.9,347,21,45,4,70,0.27384196185286097,48,38,134
6,20227.0,27090.041666666668,347,21,45,4,70,0.27384196185286097,49,43,141
7,20227.0,27331.366666666665,347,21,45,4,70,0.27384196185286097,47,52,146
8,20227.0,27374.866666666665,347,21,45,4,70,0.27384196185286097,45,49,139
9,20227.0,27408.133333333335,347,21,45,4,70,0.27384196185286097,46,53,145
10,20227.0,27633.916666666668,347,21,45,4,70,0.27384196185286097,54,45,153
11,20227.0,27569.9,347,21,45,4,70,0.27384196185286097,50,44,144
12,20227.0,27793.991666666665,347,21,45,4,70,0.27384196185286097,42,47,131
13,20227.0,27827.733333333334,347,21,45,4,70,0.27384196185286097,48,42,138
14,20227.0,28016.841666666667,347,21,45,4,70,0.27384196185286097,47,53,147
15,20227.0,28278.1,347,21,45,4,70,0.27384196185286097,46,39,131
16,20227.0,28500.875,347,21,45,4,70,0.27384196185286097,44,54,142
17,20227.0,28782.025,347,21,45,4,70,0.27384196185286097,49,41,139
18,20227.0,28669.758333333335,347,21,45,4,70,0.27384196185286097,50,40,140
19,20227.0,28642.8,347,21,45,4,70,0.27384196185286097,49,41,139
20,20227.0,28426.758333333335,347,21,45,4,70,0.27384196185286097,49,52,150
21,20227.0,28447.533333333333,347,21,45,4,70,0.27384196185286097,46,46,138
22,20227.0,28183.225,347,21,45,4,70,0.27384196185286097,45,45,135
23,20227.0,28257.525,347,21,45,4,70,0.27384196185286097,47,56,150
24,20227.0,28423.191666666666,347,21,45,4,70,0.27384196185286097,46,43,135
25,20227.0,28736.175,347,21,45,4,70,0.27384196185286097,52,54,158
26,20227.0,28734.45,347,21,45,4,70,0.27384196185286097,47,55,149
27,20227.0,28783.566666666666,347,21,45,4,70,0.27384196185286097,54,42,150
28,20227.0,28366.233333333334,347,21,45,4,70,0.27384196185286097,46,41,133
29,20227.0,28524.583333333332,347,21,45,4,70,0.27384196185286097,51,47,149
30,20227.0,28275.225,347,21,45,4,70,0.27384196185286097,48,43,139
