generation,fitness_score,avg_total,pref_penalty,capacity_viol,elig_viol,under_cap,total_violations,gini,cx_ops_gen,mut_ops_gen,repair_calls_gen
1,21200.0,26918.625,360,26,43,7,76,0.2672537941730366,41,45,127
2,21200.0,27066.441666666666,360,26,43,7,76,0.2672537941730366,49,45,143
3,21200.0,27025.616666666665,360,26,43,7,76,0.2672537941730366,50,52,152
4,21200.0,26901.016666666666,360,26,43,7,76,0.2672537941730366,50,52,152
5,21200.0,27040.458333333332,360,26,43,7,76,0.2672537941730366,47,54,148
6,21200.0,27212.75,360,26,43,7,76,0.2672537941730366,47,57,151
7,21200.0,27227.375,360,26,43,7,76,0.2672537941730366,52,54,158
8,21200.0,27359.35,360,26,43,7,76,0.2672537941730366,49,48,146
9,21200.0,27346.925,360,26,43,7,76,0.2672537941730366,51,51,153
10,21200.0,27729.266666666666,360,26,43,7,76,0.2672537941730366,47,52,146
11,21200.0,27690.908333333333,360,26,43,7,76,0.2672537941730366,47,43,137
12,21200.0,27832.233333333334,360,26,43,7,76,0.2672537941730366,52,58,162
13,21200.0,27880.516666666666,360,26,43,7,76,0.2672537941730366,43,49,135
14,21200.0,27917.958333333332,360,26,43,7,76,0.2672537941730366,48,55,151
15,21200.0,27683.6,360,26,43,7,76,0.2672537941730366,51,47,149
16,21200.0,28038.941666666666,360,26,43,7,76,0.2672537941730366,48,42,138
17,21200.0,28031.566666666666,360,26,43,7,76,0.2672537941730366,47,46,140
18,21200.0,28127.583333333332,360,26,43,7,76,0.2672537941730366,48,42,138
19,21200.0,28117.241666666665,360,26,43,7,76,0.2672537941730366,47,47,141
20,21200.0,27804.416666666668,360,26,43,7,76,0.2672537941730366,52,48,152
21,21200.0,28090.525,360,26,43,7,76,0.2672537941730366,46,58,150
22,21200.0,28431.183333333334,360,26,43,7,76,0.2672537941730366,46,45,137
23,21200.0,28431.258333333335,360,26,43,7,76,0.2672537941730366,51,44,146
24,21200.0,28458.783333333333,360,26,43,7,76,0.2672537941730366,52,42,146
25,21200.0,28496.991666666665,360,26,43,7,76,0.2672537941730366,48,44,140
26,21200.0,28353.891666666666,360,26,43,7,76,0.2672537941730366,42,54,138
27,21200.0,28170.183333333334,360,26,43,7,76,0.2672537941730366,53,56,162
28,21200.0,28404.575,360,26,43,7,76,0.2672537941730366,47,46,140
29,21200.0,28487.633333333335,360,26,43,7,76,0.2672537941730366,44,47,135
30,21200.0,28493.883333333335,360,26,43,7,76,0.2672537941730366,46,46,138
