generation,fitness_score,avg_total,pref_penalty,capacity_viol,elig_viol,under_cap,total_violations,gini,cx_ops_gen,mut_ops_gen,repair_calls_gen
1,22162.0,26781.433333333334,382,29,43,9,81,0.2992558469170802,52,41,145
2,22162.0,26894.633333333335,382,29,43,9,81,0.2992558469170802,49,40,138
3,22162.0,26879.016666666666,382,29,43,9,81,0.2992558469170802,44,51,139
4,22162.0,26967.216666666667,382,29,43,9,81,0.2992558469170802,43,49,135
5,22162.0,27168.783333333333,382,29,43,9,81,0.2992558469170802,51,51,153
6,22162.0,27522.408333333333,382,29,43,9,81,0.2992558469170802,51,42,144
7,22162.0,27428.233333333334,382,29,43,9,81,0.2992558469170802,47,53,147
8,22162.0,27679.316666666666,382,29,43,9,81,0.2992558469170802,46,56,148
9,22162.0,27546.483333333334,382,29,43,9,81,0.2992558469170802,49,48,146
10,22162.0,27546.525,382,29,43,9,81,0.2992558469170802,53,44,150
11,22162.0,27178.233333333334,382,29,43,9,81,0.2992558469170802,46,41,133
12,22162.0,27217.366666666665,382,29,43,9,81,0.2992558469170802,50,49,149
13,22162.0,27239.75,382,29,43,9,81,0.2992558469170802,46,57,149
14,22162.0,27236.55,382,29,43,9,81,0.2992558469170802,49,48,146
15,22162.0,27160.325,382,29,43,9,81,0.2992558469170802,47,43,137
16,22162.0,27009.591666666667,382,29,43,9,81,0.2992558469170802,48,52,148
17,22162.0,27108.683333333334,382,29,43,9,81,0.2992558469170802,44,49,137
18,22162.0,27300.45,382,29,43,9,81,0.2992558469170802,47,46,140
19,22162.0,27230.791666666668,382,29,43,9,81,0.2992558469170802,46,41,133
20,22162.0,26913.008333333335,382,29,43,9,81,0.2992558469170802,47,49,143
21,22162.0,27148.641666666666,382,29,43,9,81,0.2992558469170802,49,42,140
22,22162.0,27402.933333333334,382,29,43,9,81,0.2992558469170802,47,49,143
23,22162.0,27566.316666666666,382,29,43,9,81,0.2992558469170802,48,54,150
24,22162.0,27620.633333333335,382,29,43,9,81,0.2992558469170802,43,49,135
25,22162.0,27627.475,382,29,43,9,81,0.2992558469170802,47,50,144
26,22162.0,27688.175,382,29,43,9,81,0.2992558469170802,54,41,149
27,22162.0,27895.375,382,29,43,9,81,0.2992558469170802,46,50,142
28,22162.0,27997.075,382,29,43,9,81,0.2992558469170802,52,53,157
29,22162.0,27891.625,382,29,43,9,81,0.2992558469170802,47,53,147
30,22162.0,27888.975,382,29,43,9,81,0.2992558469170802,49,53,151
