pref_penalty,capacity_viol,elig_viol,proj_underfill,sup_underfill,under_cap,gini_satisfaction,fitness_total,timestamp,mode,dataset_hash,num_students_reassigned,num_available_projects,avg_rank_before,avg_rank_after,top1_before,top1_after,top3_before,top3_after,improved_count,worsened_count,unchanged_count,run_id,tag,operator_seq,iterations_taken,runtime_sec,total_violations,repair_used,source_hc_run_id
335,6,5,1,0,1,0.2842619897563246,11355.0,2025-08-22T22:24:50Z,modeB_swap_only,b650cee7,37,0,3.4411764705882355,3.284313725490196,22.54901960784314,23.52941176470588,52.94117647058824,56.86274509803921,6,0,31,sr_modeB_swap_only_2025-08-22T22-24-50Z,second_round,modeB_swap_only,800,8.756340299965814,12.0,0,c903f811
