pref_penalty,capacity_viol,elig_viol,proj_underfill,sup_underfill,under_cap,gini_satisfaction,fitness_total,timestamp,mode,dataset_hash,num_students_reassigned,num_available_projects,avg_rank_before,avg_rank_after,top1_before,top1_after,top3_before,top3_after,improved_count,worsened_count,unchanged_count,run_id,tag,operator_seq,iterations_taken,runtime_sec,total_violations,repair_used,source_hc_run_id
289,5,9,1,0,1,0.23038062283737026,14309.0,2025-08-22T22:25:03Z,modeB_swap_only,b650cee7,25,0,2.911764705882353,2.8333333333333335,29.411764705882355,29.411764705882355,63.725490196078425,65.68627450980392,4,1,20,sr_modeB_swap_only_2025-08-22T22-25-03Z,second_round,modeB_swap_only,800,10.48559599998407,15.0,0,975ab178
