pref_penalty,capacity_viol,elig_viol,proj_underfill,sup_underfill,under_cap,gini_satisfaction,fitness_total,timestamp,mode,dataset_hash,num_students_reassigned,num_available_projects,avg_rank_before,avg_rank_after,top1_before,top1_after,top3_before,top3_after,improved_count,worsened_count,unchanged_count,run_id,tag,operator_seq,iterations_taken,runtime_sec,total_violations,repair_used,source_hc_run_id
378,5,5,0,0,0,0.3382352941176471,10378.0,2025-08-27T22:53:42Z,modeB_swap_only,b650cee7,44,0,3.7549019607843137,3.7058823529411766,19.607843137254903,20.588235294117645,46.07843137254902,46.07843137254902,5,1,38,sr_modeB_swap_only_2025-08-27T22-53-42Z,second_round,modeB_swap_only,800,9.17091519990936,10.0,0,594d10fb
