iter,op,fitness_score,pref_penalty,capacity_viol,elig_viol,under_cap,total_violations,gini
1,mut_micro,23305.0,365,31,45,7,76,0.2650429799426935
2,mut_micro,23305.0,365,31,45,7,76,0.2650429799426935
3,swap,23010.0,370,31,44,7,75,0.2746808025535797
4,swap,23010.0,370,31,44,7,75,0.2746808025535797
5,swap,23010.0,370,31,44,7,75,0.2746808025535797
6,swap,23010.0,370,31,44,7,75,0.2746808025535797
7,reassign,23010.0,370,31,44,7,75,0.2746808025535797
8,swap,23010.0,370,31,44,7,75,0.2746808025535797
9,swap,23010.0,370,31,44,7,75,0.2746808025535797
10,swap,23010.0,370,31,44,7,75,0.2746808025535797
11,swap,23010.0,370,31,44,7,75,0.2746808025535797
12,swap,23010.0,370,31,44,7,75,0.2746808025535797
13,swap,23010.0,370,31,44,7,75,0.2746808025535797
14,swap,23010.0,370,31,44,7,75,0.2746808025535797
15,reassign,22709.0,369,29,45,7,74,0.2720943449843706
16,swap,22709.0,369,29,45,7,74,0.2720943449843706
17,swap,22708.0,368,29,45,7,74,0.2694661679700782
18,swap,22708.0,368,29,45,7,74,0.2694661679700782
19,swap,22707.0,367,29,45,7,74,0.27391648301972077
20,swap,22707.0,367,29,45,7,74,0.27391648301972077
21,swap,22706.0,366,29,45,7,74,0.2781721884155961
22,swap,22706.0,366,29,45,7,74,0.2781721884155961
23,swap,22706.0,366,29,45,7,74,0.2781721884155961
24,swap,22706.0,366,29,45,7,74,0.2781721884155961
25,swap,22706.0,366,29,45,7,74,0.2781721884155961
26,swap,22706.0,366,29,45,7,74,0.2781721884155961
27,swap,22706.0,366,29,45,7,74,0.2781721884155961
28,swap,22113.0,373,29,43,7,72,0.2858662526594215
29,swap,22113.0,373,29,43,7,72,0.2858662526594215
30,swap,22113.0,373,29,43,7,72,0.2858662526594215
31,swap,22113.0,373,29,43,7,72,0.2858662526594215
32,swap,22113.0,373,29,43,7,72,0.2858662526594215
33,swap,22113.0,373,29,43,7,72,0.2858662526594215
34,mut_micro,22113.0,373,29,43,7,72,0.2858662526594215
35,swap,22113.0,373,29,43,7,72,0.2858662526594215
36,swap,22113.0,373,29,43,7,72,0.2858662526594215
37,swap,22113.0,373,29,43,7,72,0.2858662526594215
38,swap,22113.0,373,29,43,7,72,0.2858662526594215
39,swap,22113.0,373,29,43,7,72,0.2858662526594215
40,reassign,22113.0,373,29,43,7,72,0.2858662526594215
41,swap,22113.0,373,29,43,7,72,0.2858662526594215
42,mut_micro,22076.0,376,28,44,5,72,0.2908109989557955
43,swap,22076.0,376,28,44,5,72,0.2908109989557955
44,reassign,21819.0,379,28,43,7,71,0.29291776412057374
45,swap,21819.0,379,28,43,7,71,0.29291776412057374
46,swap,21819.0,379,28,43,7,71,0.29291776412057374
47,swap,21819.0,379,28,43,7,71,0.29291776412057374
48,swap,21819.0,379,28,43,7,71,0.29291776412057374
49,swap,21819.0,379,28,43,7,71,0.29291776412057374
50,swap,21819.0,379,28,43,7,71,0.29291776412057374
51,swap,21819.0,379,28,43,7,71,0.29291776412057374
52,swap,21819.0,379,28,43,7,71,0.29291776412057374
53,swap,21819.0,379,28,43,7,71,0.29291776412057374
54,swap,21819.0,379,28,43,7,71,0.29291776412057374
55,swap,21819.0,379,28,43,7,71,0.29291776412057374
56,swap,21819.0,379,28,43,7,71,0.29291776412057374
57,swap,21819.0,379,28,43,7,71,0.29291776412057374
58,reassign,21819.0,379,28,43,7,71,0.29291776412057374
59,swap,21519.0,379,28,42,7,70,0.29291776412057374
60,swap,21519.0,379,28,42,7,70,0.29291776412057374
61,swap,21519.0,379,28,42,7,70,0.29291776412057374
62,swap,21519.0,379,28,42,7,70,0.29291776412057374
63,swap,21519.0,379,28,42,7,70,0.29291776412057374
64,swap,21226.0,386,28,41,7,69,0.3021281683405069
65,swap,21226.0,386,28,41,7,69,0.3021281683405069
66,swap,21226.0,386,28,41,7,69,0.3021281683405069
67,swap,21226.0,386,28,41,7,69,0.3021281683405069
68,swap,21226.0,386,28,41,7,69,0.3021281683405069
69,swap,21226.0,386,28,41,7,69,0.3021281683405069
70,swap,21226.0,386,28,41,7,69,0.3021281683405069
71,swap,20929.0,389,28,40,7,68,0.30778280542986425
72,swap,20929.0,389,28,40,7,68,0.30778280542986425
73,swap,20929.0,389,28,40,7,68,0.30778280542986425
74,reassign,20929.0,389,28,40,7,68,0.30778280542986425
75,swap,20929.0,389,28,40,7,68,0.30778280542986425
76,swap,20929.0,389,28,40,7,68,0.30778280542986425
77,swap,20929.0,389,28,40,7,68,0.30778280542986425
78,swap,20929.0,389,28,40,7,68,0.30778280542986425
79,swap,20929.0,389,28,40,7,68,0.30778280542986425
80,swap,20929.0,389,28,40,7,68,0.30778280542986425
81,mut_micro,20929.0,389,28,40,7,68,0.30778280542986425
82,swap,20929.0,389,28,40,7,68,0.30778280542986425
83,swap,20929.0,389,28,40,7,68,0.30778280542986425
84,swap,20632.0,392,28,39,7,67,0.3123249299719887
85,swap,20632.0,392,28,39,7,67,0.3123249299719887
86,swap,20632.0,392,28,39,7,67,0.3123249299719887
87,swap,20632.0,392,28,39,7,67,0.3123249299719887
88,swap,20632.0,392,28,39,7,67,0.3123249299719887
89,swap,20632.0,392,28,39,7,67,0.3123249299719887
90,swap,20632.0,392,28,39,7,67,0.3123249299719887
91,swap,20333.0,393,28,38,7,66,0.3147333699835075
92,swap,20333.0,393,28,38,7,66,0.3147333699835075
93,swap,20333.0,393,28,38,7,66,0.3147333699835075
94,swap,20333.0,393,28,38,7,66,0.3147333699835075
95,swap,20333.0,393,28,38,7,66,0.3147333699835075
96,reassign,20333.0,393,28,38,7,66,0.3147333699835075
97,mut_micro,20328.0,388,27,39,7,66,0.31192108745338626
98,swap,20034.0,394,27,38,7,65,0.3200367647058823
99,swap,20034.0,394,27,38,7,65,0.3200367647058823
100,swap,20034.0,394,27,38,7,65,0.3200367647058823
101,swap,20034.0,394,27,38,7,65,0.3200367647058823
102,swap,20034.0,394,27,38,7,65,0.3200367647058823
103,swap,20034.0,394,27,38,7,65,0.3200367647058823
104,swap,20034.0,394,27,38,7,65,0.3200367647058823
105,swap,19737.0,397,27,37,7,64,0.3243953732912724
106,swap,19737.0,397,27,37,7,64,0.3243953732912724
107,swap,19737.0,397,27,37,7,64,0.3243953732912724
