iter,op,fitness_score,pref_penalty,capacity_viol,elig_viol,under_cap,total_violations,gini
174,swap,19685.0,445,28,36,2,64,0.371492091260296
175,swap,19685.0,445,28,36,2,64,0.371492091260296
176,swap,19389.0,449,28,35,2,63,0.37347391786903444
177,swap,19389.0,449,28,35,2,63,0.37347391786903444
178,swap,19386.0,446,28,35,2,63,0.37071992976294993
179,swap,19386.0,446,28,35,2,63,0.37071992976294993
180,swap,19386.0,446,28,35,2,63,0.37071992976294993
181,swap,19386.0,446,28,35,2,63,0.37071992976294993
182,swap,19386.0,446,28,35,2,63,0.37071992976294993
183,swap,19386.0,446,28,35,2,63,0.37071992976294993
184,swap,19386.0,446,28,35,2,63,0.37071992976294993
185,swap,19386.0,446,28,35,2,63,0.37071992976294993
186,swap,19386.0,446,28,35,2,63,0.37071992976294993
187,mut_micro,19386.0,446,28,35,2,63,0.37071992976294993
188,swap,19384.0,444,28,35,2,63,0.36804647785039946
189,swap,19384.0,444,28,35,2,63,0.36804647785039946
190,swap,19384.0,444,28,35,2,63,0.36804647785039946
191,swap,19384.0,444,28,35,2,63,0.36804647785039946
192,swap,19384.0,444,28,35,2,63,0.36804647785039946
193,swap,19384.0,444,28,35,2,63,0.36804647785039946
194,swap,19384.0,444,28,35,2,63,0.36804647785039946
195,swap,19093.0,453,28,34,2,62,0.3701074299451581
196,swap,19093.0,453,28,34,2,62,0.3701074299451581
197,swap,19093.0,453,28,34,2,62,0.3701074299451581
198,swap,19093.0,453,28,34,2,62,0.3701074299451581
199,swap,19093.0,453,28,34,2,62,0.3701074299451581
200,swap,19093.0,453,28,34,2,62,0.3701074299451581
201,swap,19093.0,453,28,34,2,62,0.3701074299451581
202,swap,19093.0,453,28,34,2,62,0.3701074299451581
203,swap,19093.0,453,28,34,2,62,0.3701074299451581
204,swap,19093.0,453,28,34,2,62,0.3701074299451581
205,swap,19093.0,453,28,34,2,62,0.3701074299451581
206,swap,19093.0,453,28,34,2,62,0.3701074299451581
207,swap,19093.0,453,28,34,2,62,0.3701074299451581
208,swap,18797.0,457,28,33,2,61,0.37495231555657277
209,reassign,18797.0,457,28,33,2,61,0.37495231555657277
210,swap,18797.0,457,28,33,2,61,0.37495231555657277
211,swap,18797.0,457,28,33,2,61,0.37495231555657277
212,swap,18797.0,457,28,33,2,61,0.37495231555657277
213,swap,18797.0,457,28,33,2,61,0.37495231555657277
214,swap,18797.0,457,28,33,2,61,0.37495231555657277
215,swap,18797.0,457,28,33,2,61,0.37495231555657277
216,swap,18797.0,457,28,33,2,61,0.37495231555657277
217,swap,18797.0,457,28,33,2,61,0.37495231555657277
218,swap,18797.0,457,28,33,2,61,0.37495231555657277
219,swap,18797.0,457,28,33,2,61,0.37495231555657277
220,swap,18797.0,457,28,33,2,61,0.37495231555657277
221,swap,18797.0,457,28,33,2,61,0.37495231555657277
222,swap,18500.0,460,28,32,2,60,0.37725798981009734
223,swap,18500.0,460,28,32,2,60,0.37725798981009734
224,swap,18500.0,460,28,32,2,60,0.37725798981009734
225,swap,18500.0,460,28,32,2,60,0.37725798981009734
226,swap,18500.0,460,28,32,2,60,0.37725798981009734
227,swap,18500.0,460,28,32,2,60,0.37725798981009734
228,swap,18500.0,460,28,32,2,60,0.37725798981009734
229,swap,18500.0,460,28,32,2,60,0.37725798981009734
230,swap,18500.0,460,28,32,2,60,0.37725798981009734
231,swap,18500.0,460,28,32,2,60,0.37725798981009734
232,swap,18500.0,460,28,32,2,60,0.37725798981009734
233,swap,18500.0,460,28,32,2,60,0.37725798981009734
234,mut_micro,18500.0,460,28,32,2,60,0.37725798981009734
235,swap,18500.0,460,28,32,2,60,0.37725798981009734
236,swap,18500.0,460,28,32,2,60,0.37725798981009734
237,swap,18500.0,460,28,32,2,60,0.37725798981009734
238,swap,18500.0,460,28,32,2,60,0.37725798981009734
239,swap,18500.0,460,28,32,2,60,0.37725798981009734
240,reassign,18500.0,460,28,32,2,60,0.37725798981009734
241,swap,18500.0,460,28,32,2,60,0.37725798981009734
242,swap,18500.0,460,28,32,2,60,0.37725798981009734
243,swap,18500.0,460,28,32,2,60,0.37725798981009734
244,swap,18500.0,460,28,32,2,60,0.37725798981009734
245,swap,18500.0,460,28,32,2,60,0.37725798981009734
246,swap,18500.0,460,28,32,2,60,0.37725798981009734
247,swap,18500.0,460,28,32,2,60,0.37725798981009734
248,swap,18500.0,460,28,32,2,60,0.37725798981009734
249,swap,18500.0,460,28,32,2,60,0.37725798981009734
250,swap,18500.0,460,28,32,2,60,0.37725798981009734
251,swap,18205.0,465,28,31,2,59,0.3814079848806994
252,swap,18205.0,465,28,31,2,59,0.3814079848806994
253,swap,18205.0,465,28,31,2,59,0.3814079848806994
254,swap,18205.0,465,28,31,2,59,0.3814079848806994
255,mut_micro,18205.0,465,28,31,2,59,0.3814079848806994
256,swap,18205.0,465,28,31,2,59,0.3814079848806994
257,swap,17905.0,465,28,30,2,58,0.3814079848806994
258,swap,17905.0,465,28,30,2,58,0.3814079848806994
259,swap,17905.0,465,28,30,2,58,0.3814079848806994
260,swap,17905.0,465,28,30,2,58,0.3814079848806994
261,swap,17905.0,465,28,30,2,58,0.3814079848806994
262,swap,17905.0,465,28,30,2,58,0.3814079848806994
263,swap,17902.0,462,28,30,2,58,0.3793962029256148
264,swap,17603.0,463,28,29,2,57,0.38071244434028595
265,swap,17603.0,463,28,29,2,57,0.38071244434028595
266,swap,17603.0,463,28,29,2,57,0.38071244434028595
267,swap,17603.0,463,28,29,2,57,0.38071244434028595
268,swap,17603.0,463,28,29,2,57,0.38071244434028595
269,swap,17603.0,463,28,29,2,57,0.38071244434028595
270,swap,17603.0,463,28,29,2,57,0.38071244434028595
271,swap,17603.0,463,28,29,2,57,0.38071244434028595
272,reassign,17603.0,463,28,29,2,57,0.38071244434028595
273,swap,17603.0,463,28,29,2,57,0.38071244434028595
274,swap,17601.0,461,28,29,2,57,0.3798728977757111
275,swap,17601.0,461,28,29,2,57,0.3798728977757111
276,swap,17601.0,461,28,29,2,57,0.3798728977757111
277,swap,17601.0,461,28,29,2,57,0.3798728977757111
278,swap,17601.0,461,28,29,2,57,0.3798728977757111
279,swap,17601.0,461,28,29,2,57,0.3798728977757111
280,swap,17601.0,461,28,29,2,57,0.3798728977757111
281,swap,17601.0,461,28,29,2,57,0.3798728977757111
282,reassign,17601.0,461,28,29,2,57,0.3798728977757111
283,swap,17601.0,461,28,29,2,57,0.3798728977757111
284,mut_micro,17304.0,464,27,29,2,56,0.38196078431372554
285,swap,17304.0,464,27,29,2,56,0.38196078431372554
286,swap,17304.0,464,27,29,2,56,0.38196078431372554
287,swap,17304.0,464,27,29,2,56,0.38196078431372554
288,reassign,17002.0,462,25,30,2,55,0.3846093993152817
289,swap,17002.0,462,25,30,2,55,0.3846093993152817
290,swap,17002.0,462,25,30,2,55,0.3846093993152817
291,swap,17002.0,462,25,30,2,55,0.3846093993152817
292,swap,17002.0,462,25,30,2,55,0.3846093993152817
293,swap,17002.0,462,25,30,2,55,0.3846093993152817
294,swap,17002.0,462,25,30,2,55,0.3846093993152817
295,swap,17002.0,462,25,30,2,55,0.3846093993152817
296,swap,17002.0,462,25,30,2,55,0.3846093993152817
297,swap,17002.0,462,25,30,2,55,0.3846093993152817
298,swap,17002.0,462,25,30,2,55,0.3846093993152817
299,swap,17002.0,462,25,30,2,55,0.3846093993152817
300,swap,17002.0,462,25,30,2,55,0.3846093993152817
301,swap,17002.0,462,25,30,2,55,0.3846093993152817
302,swap,17002.0,462,25,30,2,55,0.3846093993152817
303,swap,17002.0,462,25,30,2,55,0.3846093993152817
304,swap,17002.0,462,25,30,2,55,0.3846093993152817
305,swap,17002.0,462,25,30,2,55,0.3846093993152817
306,swap,16707.0,467,25,29,2,54,0.38830673969992846
307,swap,16707.0,467,25,29,2,54,0.38830673969992846
308,swap,16707.0,467,25,29,2,54,0.38830673969992846
309,swap,16707.0,467,25,29,2,54,0.38830673969992846
310,swap,16707.0,467,25,29,2,54,0.38830673969992846
311,swap,16707.0,467,25,29,2,54,0.38830673969992846
312,swap,16707.0,467,25,29,2,54,0.38830673969992846
313,swap,16707.0,467,25,29,2,54,0.38830673969992846
314,swap,16707.0,467,25,29,2,54,0.38830673969992846
315,swap,16707.0,467,25,29,2,54,0.38830673969992846
316,swap,16707.0,467,25,29,2,54,0.38830673969992846
317,swap,16707.0,467,25,29,2,54,0.38830673969992846
318,swap,16707.0,467,25,29,2,54,0.38830673969992846
319,swap,16707.0,467,25,29,2,54,0.38830673969992846
320,swap,16404.0,464,25,28,2,53,0.39074509803921564
321,swap,16404.0,464,25,28,2,53,0.39074509803921564
322,swap,16404.0,464,25,28,2,53,0.39074509803921564
323,swap,16104.0,464,25,27,2,52,0.39074509803921564
324,swap,16104.0,464,25,27,2,52,0.39074509803921564
325,swap,16104.0,464,25,27,2,52,0.39074509803921564
326,swap,16104.0,464,25,27,2,52,0.39074509803921564
327,swap,16104.0,464,25,27,2,52,0.39074509803921564
328,swap,16104.0,464,25,27,2,52,0.39074509803921564
329,swap,16104.0,464,25,27,2,52,0.39074509803921564
330,swap,16104.0,464,25,27,2,52,0.39074509803921564
331,swap,16104.0,464,25,27,2,52,0.39074509803921564
332,swap,16104.0,464,25,27,2,52,0.39074509803921564
333,swap,16104.0,464,25,27,2,52,0.39074509803921564
334,swap,16104.0,464,25,27,2,52,0.39074509803921564
335,swap,16104.0,464,25,27,2,52,0.39074509803921564
336,swap,16104.0,464,25,27,2,52,0.39074509803921564
337,swap,16104.0,464,25,27,2,52,0.39074509803921564
338,swap,16104.0,464,25,27,2,52,0.39074509803921564
339,swap,16104.0,464,25,27,2,52,0.39074509803921564
340,swap,15810.0,470,25,26,2,51,0.3931211828993893
341,swap,15810.0,470,25,26,2,51,0.3931211828993893
342,swap,15810.0,470,25,26,2,51,0.3931211828993893
343,swap,15810.0,470,25,26,2,51,0.3931211828993893
344,swap,15810.0,470,25,26,2,51,0.3931211828993893
345,swap,15810.0,470,25,26,2,51,0.3931211828993893
346,swap,15810.0,470,25,26,2,51,0.3931211828993893
347,swap,15810.0,470,25,26,2,51,0.3931211828993893
348,swap,15810.0,470,25,26,2,51,0.3931211828993893
349,swap,15806.0,466,25,26,2,51,0.39239405439595193
350,swap,15806.0,466,25,26,2,51,0.39239405439595193
351,swap,15806.0,466,25,26,2,51,0.39239405439595193
352,swap,15806.0,466,25,26,2,51,0.39239405439595193
353,swap,15805.0,465,25,26,2,51,0.39314119221985994
354,swap,15805.0,465,25,26,2,51,0.39314119221985994
355,swap,15805.0,465,25,26,2,51,0.39314119221985994
356,swap,15805.0,465,25,26,2,51,0.39314119221985994
357,swap,15805.0,465,25,26,2,51,0.39314119221985994
358,swap,15805.0,465,25,26,2,51,0.39314119221985994
359,swap,15805.0,465,25,26,2,51,0.39314119221985994
360,swap,15805.0,465,25,26,2,51,0.39314119221985994
361,swap,15805.0,465,25,26,2,51,0.39314119221985994
362,swap,15805.0,465,25,26,2,51,0.39314119221985994
363,swap,15805.0,465,25,26,2,51,0.39314119221985994
364,swap,15805.0,465,25,26,2,51,0.39314119221985994
365,swap,15805.0,465,25,26,2,51,0.39314119221985994
366,swap,15805.0,465,25,26,2,51,0.39314119221985994
367,swap,15805.0,465,25,26,2,51,0.39314119221985994
368,swap,15805.0,465,25,26,2,51,0.39314119221985994
369,swap,15805.0,465,25,26,2,51,0.39314119221985994
370,swap,15805.0,465,25,26,2,51,0.39314119221985994
371,swap,15805.0,465,25,26,2,51,0.39314119221985994
372,swap,15805.0,465,25,26,2,51,0.39314119221985994
373,swap,15805.0,465,25,26,2,51,0.39314119221985994
374,swap,15805.0,465,25,26,2,51,0.39314119221985994
375,swap,15805.0,465,25,26,2,51,0.39314119221985994
376,swap,15805.0,465,25,26,2,51,0.39314119221985994
377,swap,15805.0,465,25,26,2,51,0.39314119221985994
378,swap,15805.0,465,25,26,2,51,0.39314119221985994
379,swap,15805.0,465,25,26,2,51,0.39314119221985994
380,swap,15805.0,465,25,26,2,51,0.39314119221985994
381,swap,15505.0,465,25,25,2,50,0.39314119221985994
382,swap,15505.0,465,25,25,2,50,0.39314119221985994
383,swap,15505.0,465,25,25,2,50,0.39314119221985994
384,swap,15505.0,465,25,25,2,50,0.39314119221985994
385,swap,15505.0,465,25,25,2,50,0.39314119221985994
386,swap,15505.0,465,25,25,2,50,0.39314119221985994
387,swap,15505.0,465,25,25,2,50,0.39314119221985994
388,swap,15505.0,465,25,25,2,50,0.39314119221985994
389,swap,15505.0,465,25,25,2,50,0.39314119221985994
390,swap,15501.0,461,25,25,2,50,0.3920406107106874
391,swap,15501.0,461,25,25,2,50,0.3920406107106874
392,swap,15501.0,461,25,25,2,50,0.3920406107106874
393,swap,15498.0,458,25,25,2,50,0.3900888480392157
394,swap,15498.0,458,25,25,2,50,0.3900888480392157
395,swap,15498.0,458,25,25,2,50,0.3900888480392157
396,swap,15498.0,458,25,25,2,50,0.3900888480392157
397,swap,15498.0,458,25,25,2,50,0.3900888480392157
398,swap,15498.0,458,25,25,2,50,0.3900888480392157
399,reassign,15498.0,458,25,25,2,50,0.3900888480392157
400,swap,15498.0,458,25,25,2,50,0.3900888480392157
401,mut_micro,15219.0,459,24,25,3,49,0.3894271434063821
402,mut_micro,15218.0,458,24,25,3,49,0.38825061274509803
403,mut_micro,15213.0,453,23,26,3,49,0.3882127563669146
404,mut_micro,15213.0,453,23,26,3,49,0.3882127563669146
405,mut_micro,14614.0,454,21,26,3,47,0.38672699849170444
406,mut_micro,14611.0,451,21,26,3,47,0.38436591366584666
407,mut_micro,14611.0,451,21,26,3,47,0.38436591366584666
408,mut_micro,14611.0,451,21,26,3,47,0.38436591366584666
409,swap,14611.0,451,21,26,3,47,0.38436591366584666
410,reassign,14608.0,448,21,26,3,47,0.38183694530443757
411,swap,14608.0,448,21,26,3,47,0.38183694530443757
412,swap,14608.0,448,21,26,3,47,0.38183694530443757
413,swap,14605.0,445,21,26,3,47,0.3791457103287411
414,swap,14311.0,451,21,25,3,46,0.37795422351450086
415,swap,14311.0,451,21,25,3,46,0.37795422351450086
416,swap,14311.0,451,21,25,3,46,0.37795422351450086
417,swap,14311.0,451,21,25,3,46,0.37795422351450086
418,swap,14311.0,451,21,25,3,46,0.37795422351450086
419,swap,14311.0,451,21,25,3,46,0.37795422351450086
420,swap,14311.0,451,21,25,3,46,0.37795422351450086
421,swap,14311.0,451,21,25,3,46,0.37795422351450086
422,reassign,14009.0,449,20,25,3,45,0.37569367369589357
423,swap,14009.0,449,20,25,3,45,0.37569367369589357
424,swap,14009.0,449,20,25,3,45,0.37569367369589357
425,swap,14009.0,449,20,25,3,45,0.37569367369589357
426,swap,14009.0,449,20,25,3,45,0.37569367369589357
427,reassign,14009.0,449,20,25,3,45,0.37569367369589357
428,reassign,14009.0,449,20,25,3,45,0.37569367369589357
429,reassign,14009.0,449,20,25,3,45,0.37569367369589357
430,swap,14009.0,449,20,25,3,45,0.37569367369589357
431,swap,14009.0,449,20,25,3,45,0.37569367369589357
432,swap,14009.0,449,20,25,3,45,0.37569367369589357
433,swap,14009.0,449,20,25,3,45,0.37569367369589357
434,swap,14009.0,449,20,25,3,45,0.37569367369589357
435,swap,14009.0,449,20,25,3,45,0.37569367369589357
436,swap,14009.0,449,20,25,3,45,0.37569367369589357
437,swap,14009.0,449,20,25,3,45,0.37569367369589357
438,swap,14009.0,449,20,25,3,45,0.37569367369589357
439,swap,14009.0,449,20,25,3,45,0.37569367369589357
440,swap,14009.0,449,20,25,3,45,0.37569367369589357
441,swap,14009.0,449,20,25,3,45,0.37569367369589357
442,swap,14009.0,449,20,25,3,45,0.37569367369589357
443,swap,14009.0,449,20,25,3,45,0.37569367369589357
444,swap,14009.0,449,20,25,3,45,0.37569367369589357
445,swap,14009.0,449,20,25,3,45,0.37569367369589357
446,swap,14009.0,449,20,25,3,45,0.37569367369589357
447,swap,14009.0,449,20,25,3,45,0.37569367369589357
448,swap,14009.0,449,20,25,3,45,0.37569367369589357
449,swap,14009.0,449,20,25,3,45,0.37569367369589357
450,swap,14003.0,443,20,25,3,45,0.37584111135229015
451,swap,14003.0,443,20,25,3,45,0.37584111135229015
452,swap,14003.0,443,20,25,3,45,0.37584111135229015
453,swap,14003.0,443,20,25,3,45,0.37584111135229015
454,swap,14003.0,443,20,25,3,45,0.37584111135229015
455,swap,14003.0,443,20,25,3,45,0.37584111135229015
456,swap,14003.0,443,20,25,3,45,0.37584111135229015
457,swap,14003.0,443,20,25,3,45,0.37584111135229015
458,swap,14003.0,443,20,25,3,45,0.37584111135229015
459,swap,14003.0,443,20,25,3,45,0.37584111135229015
460,swap,14003.0,443,20,25,3,45,0.37584111135229015
461,swap,14003.0,443,20,25,3,45,0.37584111135229015
462,swap,14003.0,443,20,25,3,45,0.37584111135229015
463,swap,14003.0,443,20,25,3,45,0.37584111135229015
464,swap,13999.0,439,20,25,3,45,0.3734402852049911
465,swap,13999.0,439,20,25,3,45,0.3734402852049911
466,reassign,13999.0,439,20,25,3,45,0.3734402852049911
467,swap,13999.0,439,20,25,3,45,0.3734402852049911
468,swap,13999.0,439,20,25,3,45,0.3734402852049911
469,swap,13999.0,439,20,25,3,45,0.3734402852049911
470,swap,13999.0,439,20,25,3,45,0.3734402852049911
471,swap,13999.0,439,20,25,3,45,0.3734402852049911
472,mut_micro,13697.0,437,19,25,3,44,0.3708855383308559
473,mut_micro,13697.0,437,19,25,3,44,0.3708855383308559
474,mut_micro,13697.0,437,19,25,3,44,0.3708855383308559
475,reassign,13697.0,437,19,25,3,44,0.3708855383308559
476,mut_micro,13693.0,433,19,25,3,44,0.36818784453283077
