avg_rank,run_id,timestamp,total_violations,repair_used,elig_viol,total,dataset_hash,capacity_viol,gini_satisfaction,operator_seq,tag,pref_penalty,top1_pct,runtime_sec,iterations_taken,under_cap,top3_pct
3.7058823529411766,d37a7dee,2025-08-16T02:01:00Z,14.0,0,8.0,14378.0,b650cee7,6.0,0.3338001867413632,swap_students;swap_students;swap_students;reassign_student;reassign_student;reassign_student;swap_students;reassign_student;reassign_student;reassign_student;reassign_student;swap_students;reassign_student;reassign_student;reassign_student;swap_students;reassign_student;reassign_student;swap_students;reassign_student...,phase3_hc_random,378.0,18.62745098039216,43.12,2000,0.0,47.05882352941176
3.049019607843137,46e917a4,2025-08-16T02:01:30Z,17.0,0,8.0,16331.0,b650cee7,8.0,0.2829513939570865,swap_students;swap_students;reassign_student;swap_students;swap_students;swap_students;reassign_student;swap_students;swap_students;swap_students;reassign_student;reassign_student;swap_students;reassign_student;reassign_student;swap_students;reassign_student;reassign_student;reassign_student;swap_students...,phase3_hc_greedy,311.0,36.27450980392157,29.24,1768,1.0,59.80392156862745
3.784313725490196,9268f16e,2025-08-16T02:02:47Z,10.0,0,4.0,10386.0,b650cee7,6.0,0.3449904351984696,swap_students;reassign_student;swap_students;reassign_student;swap_students;reassign_student;swap_students;reassign_student;swap_students;reassign_student;reassign_student;swap_students;reassign_student;reassign_student;swap_students;swap_students;swap_students;reassign_student;swap_students;swap_students...,phase3_hc_random,386.0,16.666666666666664,77.46,2000,0.0,49.01960784313725
3.2549019607843137,7afa6be3,2025-08-16T02:04:52Z,13.0,0,6.0,12352.0,b650cee7,6.0,0.3034082743044861,swap_students;reassign_student;swap_students;reassign_student;swap_students;swap_students;reassign_student;swap_students;swap_students;swap_students;reassign_student;swap_students;swap_students;swap_students;reassign_student;swap_students;reassign_student;reassign_student;swap_students;swap_students...,phase3_hc_greedy,332.0,31.37254901960784,125.38,2000,1.0,55.88235294117647
3.6176470588235294,156f8237,2025-08-16T02:05:37Z,13.0,0,4.0,12389.0,b650cee7,8.0,0.3324524012503551,swap_students;reassign_student;swap_students;swap_students;reassign_student;reassign_student;swap_students;reassign_student;reassign_student;swap_students;swap_students;reassign_student;reassign_student;reassign_student;swap_students;swap_students;reassign_student;swap_students;reassign_student;reassign_student...,phase3_hc_random,369.0,22.54901960784314,44.66,2000,1.0,50.98039215686274
2.9901960784313726,89bb2cca,2025-08-16T02:07:13Z,14.0,0,6.0,13325.0,b650cee7,7.0,0.2611582530322644,reassign_student;reassign_student;reassign_student;reassign_student;reassign_student;swap_students;reassign_student;reassign_student;swap_students;reassign_student;swap_students;reassign_student;swap_students;swap_students;swap_students;swap_students;swap_students;reassign_student;swap_students;reassign_student...,phase3_hc_greedy,305.0,30.392156862745097,95.53,2000,1.0,64.70588235294117
3.862745098039216,1f1ddc07,2025-08-16T02:09:22Z,13.0,0,8.0,12414.0,b650cee7,4.0,0.3568014705882352,swap_students;reassign_student;reassign_student;swap_students;swap_students;swap_students;swap_students;reassign_student;swap_students;reassign_student;reassign_student;reassign_student;reassign_student;swap_students;swap_students;swap_students;swap_students;swap_students;swap_students;swap_students...,phase3_hc_random,394.0,19.607843137254903,129.1,2000,1.0,43.13725490196079
3.2254901960784315,fb290df9,2025-08-16T02:11:48Z,14.0,0,8.0,14329.0,b650cee7,6.0,0.2965877259994908,swap_students;swap_students;reassign_student;swap_students;swap_students;reassign_student;reassign_student;swap_students;swap_students;swap_students;swap_students;reassign_student;reassign_student;swap_students;reassign_student;reassign_student;swap_students;swap_students;reassign_student;reassign_student...,phase3_hc_greedy,329.0,31.37254901960784,145.59,2000,0.0,58.82352941176471
3.852941176470588,a66139b2,2025-08-16T02:13:24Z,15.0,0,7.0,13433.0,b650cee7,6.0,0.3439924256306885,reassign_student;swap_students;swap_students;reassign_student;swap_students;swap_students;reassign_student;reassign_student;reassign_student;swap_students;swap_students;reassign_student;swap_students;reassign_student;swap_students;reassign_student;reassign_student;swap_students;reassign_student;reassign_student...,phase3_hc_random,393.0,18.62745098039216,96.07,2000,2.0,46.07843137254902
3.4411764705882355,c903f811,2025-08-16T02:14:17Z,12.0,0,5.0,11371.0,b650cee7,6.0,0.3059201642089343,swap_students;reassign_student;reassign_student;swap_students;swap_students;swap_students;swap_students;reassign_student;reassign_student;reassign_student;swap_students;reassign_student;swap_students;swap_students;swap_students;reassign_student;reassign_student;reassign_student;swap_students;reassign_student...,phase3_hc_greedy,351.0,22.54901960784314,53.11,2000,1.0,52.94117647058824
3.5686274509803924,9d2bbbda,2025-08-16T02:15:10Z,10.0,0,5.0,10364.0,b650cee7,5.0,0.317983193277311,swap_students;reassign_student;swap_students;reassign_student;reassign_student;reassign_student;reassign_student;reassign_student;reassign_student;swap_students;reassign_student;swap_students;swap_students;reassign_student;reassign_student;swap_students;swap_students;reassign_student;swap_students;reassign_student...,phase3_hc_random,364.0,20.588235294117645,53.38,2000,0.0,51.9607843137255
3.019607843137255,4133498b,2025-08-16T02:16:08Z,14.0,0,7.0,13328.0,b650cee7,6.0,0.2584275089346085,reassign_student;swap_students;swap_students;reassign_student;swap_students;swap_students;reassign_student;reassign_student;reassign_student;swap_students;swap_students;reassign_student;reassign_student;reassign_student;swap_students;reassign_student;swap_students;reassign_student;reassign_student;swap_students...,phase3_hc_greedy,308.0,28.431372549019606,57.44,2000,1.0,62.74509803921568
3.519607843137255,e6a4551a,2025-08-16T02:17:05Z,13.0,0,8.0,13359.0,b650cee7,5.0,0.3078431372549018,reassign_student;reassign_student;reassign_student;reassign_student;reassign_student;reassign_student;reassign_student;reassign_student;reassign_student;swap_students;reassign_student;reassign_student;swap_students;swap_students;swap_students;swap_students;swap_students;reassign_student;swap_students;reassign_student...,phase3_hc_random,359.0,19.607843137254903,57.57,2000,0.0,51.9607843137255
3.5588235294117645,2316ec80,2025-08-16T02:17:48Z,10.0,0,3.0,10363.0,b650cee7,7.0,0.3244232165800793,reassign_student;swap_students;swap_students;reassign_student;reassign_student;swap_students;swap_students;swap_students;swap_students;swap_students;reassign_student;reassign_student;reassign_student;reassign_student;swap_students;swap_students;swap_students;reassign_student;reassign_student;swap_students...,phase3_hc_greedy,363.0,22.54901960784314,42.88,2000,0.0,49.01960784313725
3.7549019607843137,594d10fb,2025-08-16T02:18:30Z,12.0,0,7.0,12383.0,b650cee7,5.0,0.3431372549019608,reassign_student;reassign_student;swap_students;swap_students;swap_students;swap_students;swap_students;reassign_student;swap_students;reassign_student;reassign_student;reassign_student;reassign_student;reassign_student;swap_students;swap_students;reassign_student;swap_students;swap_students;swap_students...,phase3_hc_random,383.0,19.607843137254903,41.77,2000,0.0,46.07843137254902
3.117647058823529,fb644fba,2025-08-16T02:19:12Z,14.0,0,7.0,12358.0,b650cee7,5.0,0.2756486432957021,swap_students;reassign_student;swap_students;swap_students;swap_students;reassign_student;reassign_student;reassign_student;reassign_student;reassign_student;reassign_student;swap_students;swap_students;reassign_student;reassign_student;reassign_student;swap_students;reassign_student;reassign_student;reassign_student...,phase3_hc_greedy,318.0,29.411764705882355,42.19,2000,2.0,61.76470588235294
3.431372549019608,34f8a17f,2025-08-16T02:19:55Z,16.0,0,11.0,16350.0,b650cee7,5.0,0.3225597931480284,reassign_student;reassign_student;swap_students;swap_students;reassign_student;swap_students;reassign_student;swap_students;reassign_student;reassign_student;swap_students;swap_students;reassign_student;reassign_student;swap_students;reassign_student;swap_students;swap_students;reassign_student;reassign_student...,phase3_hc_random,350.0,29.411764705882355,43.33,2000,0.0,50.98039215686274
3.4705882352941178,f658c18a,2025-08-16T02:20:40Z,12.0,0,5.0,10394.0,b650cee7,5.0,0.3214052287581699,swap_students;swap_students;swap_students;swap_students;swap_students;reassign_student;reassign_student;swap_students;reassign_student;reassign_student;reassign_student;swap_students;reassign_student;swap_students;reassign_student;reassign_student;reassign_student;reassign_student;reassign_student;reassign_student...,phase3_hc_greedy,354.0,25.49019607843137,44.7,2000,2.0,52.94117647058824
3.656862745098039,ad5a45fd,2025-08-16T02:21:24Z,15.0,0,9.0,15373.0,b650cee7,6.0,0.336467138174918,swap_students;reassign_student;swap_students;reassign_student;swap_students;reassign_student;swap_students;swap_students;reassign_student;swap_students;reassign_student;reassign_student;swap_students;swap_students;swap_students;swap_students;swap_students;swap_students;swap_students;reassign_student...,phase3_hc_random,373.0,22.54901960784314,44.07,2000,0.0,49.01960784313725
3.372549019607843,3932d0da,2025-08-16T02:22:12Z,12.0,0,3.0,10384.0,b650cee7,7.0,0.3103868574456809,reassign_student;swap_students;reassign_student;reassign_student;swap_students;reassign_student;reassign_student;swap_students;reassign_student;reassign_student;swap_students;swap_students;reassign_student;reassign_student;swap_students;reassign_student;swap_students;reassign_student;reassign_student;reassign_student...,phase3_hc_greedy,344.0,25.49019607843137,47.42,2000,2.0,54.90196078431373
3.715686274509804,6ef7cb2c,2025-08-16T02:22:58Z,15.0,0,9.0,15379.0,b650cee7,6.0,0.312759730757975,swap_students;swap_students;reassign_student;reassign_student;reassign_student;swap_students;reassign_student;swap_students;reassign_student;swap_students;reassign_student;reassign_student;swap_students;reassign_student;reassign_student;swap_students;reassign_student;swap_students;swap_students;reassign_student...,phase3_hc_random,379.0,12.745098039215684,46.34,2000,0.0,50.98039215686274
3.3823529411764706,722838fe,2025-08-16T02:23:46Z,13.0,0,6.0,12365.0,b650cee7,6.0,0.2994048567936658,swap_students;reassign_student;swap_students;reassign_student;swap_students;reassign_student;swap_students;swap_students;swap_students;swap_students;reassign_student;reassign_student;reassign_student;reassign_student;reassign_student;swap_students;reassign_student;swap_students;reassign_student;swap_students...,phase3_hc_greedy,345.0,23.52941176470588,48.44,2000,1.0,52.94117647058824
3.450980392156863,8fc312e8,2025-08-16T02:24:26Z,16.0,0,9.0,15372.0,b650cee7,6.0,0.2910843895569276,swap_students;reassign_student;swap_students;reassign_student;reassign_student;swap_students;reassign_student;reassign_student;reassign_student;swap_students;swap_students;reassign_student;swap_students;reassign_student;swap_students;swap_students;swap_students;reassign_student;swap_students;reassign_student...,phase3_hc_random,352.0,16.666666666666664,39.13,2000,1.0,55.88235294117647
3.0588235294117645,d6293262,2025-08-16T02:25:11Z,14.0,0,7.0,13332.0,b650cee7,6.0,0.270802848502585,reassign_student;reassign_student;reassign_student;swap_students;swap_students;swap_students;reassign_student;reassign_student;swap_students;reassign_student;reassign_student;reassign_student;reassign_student;swap_students;swap_students;swap_students;swap_students;reassign_student;swap_students;reassign_student...,phase3_hc_greedy,312.0,32.35294117647059,45.07,2000,1.0,61.76470588235294
3.588235294117647,aae0b442,2025-08-16T02:25:40Z,14.0,0,8.0,13386.0,b650cee7,5.0,0.3103448275862068,reassign_student;swap_students;reassign_student;reassign_student;reassign_student;reassign_student;reassign_student;reassign_student;swap_students;reassign_student;reassign_student;reassign_student;swap_students;swap_students;reassign_student;swap_students;swap_students;swap_students;swap_students;swap_students...,phase3_hc_random,366.0,19.607843137254903,29.73,2000,1.0,50.0
2.980392156862745,fa342de1,2025-08-16T02:26:11Z,16.0,0,11.0,16304.0,b650cee7,5.0,0.260210425633668,reassign_student;swap_students;swap_students;reassign_student;swap_students;reassign_student;swap_students;reassign_student;reassign_student;reassign_student;swap_students;swap_students;reassign_student;swap_students;swap_students;swap_students;swap_students;reassign_student;swap_students;swap_students...,phase3_hc_greedy,304.0,33.33333333333333,30.09,2000,0.0,62.74509803921568
3.7058823529411766,645a8d10,2025-08-16T02:26:39Z,13.0,0,8.0,13378.0,b650cee7,5.0,0.3319911297852475,swap_students;swap_students;swap_students;reassign_student;swap_students;swap_students;swap_students;reassign_student;swap_students;reassign_student;reassign_student;swap_students;reassign_student;swap_students;swap_students;reassign_student;swap_students;reassign_student;swap_students;reassign_student...,phase3_hc_random,378.0,18.62745098039216,28.94,2000,0.0,49.01960784313725
3.156862745098039,4c10866b,2025-08-16T02:27:06Z,13.0,0,6.0,13322.0,b650cee7,7.0,0.282362945178071,swap_students;swap_students;swap_students;swap_students;reassign_student;swap_students;reassign_student;reassign_student;reassign_student;reassign_student;reassign_student;reassign_student;reassign_student;reassign_student;reassign_student;swap_students;swap_students;swap_students;swap_students;swap_students...,phase3_hc_greedy,322.0,29.411764705882355,26.35,2000,0.0,56.86274509803921
3.7450980392156863,f290cd35,2025-08-16T02:27:46Z,12.0,0,5.0,12382.0,b650cee7,7.0,0.332801795416962,swap_students;swap_students;swap_students;swap_students;reassign_student;reassign_student;swap_students;swap_students;swap_students;reassign_student;swap_students;reassign_student;reassign_student;swap_students;reassign_student;swap_students;swap_students;reassign_student;swap_students;reassign_student...,phase3_hc_random,382.0,17.647058823529413,39.86,2000,0.0,46.07843137254902
2.911764705882353,975ab178,2025-08-16T02:28:35Z,15.0,0,9.0,14317.0,b650cee7,5.0,0.2423237880284008,swap_students;reassign_student;reassign_student;reassign_student;swap_students;swap_students;swap_students;reassign_student;swap_students;reassign_student;reassign_student;reassign_student;swap_students;reassign_student;swap_students;reassign_student;reassign_student;swap_students;swap_students;reassign_student...,phase3_hc_greedy,297.0,29.411764705882355,49.58,2000,1.0,63.725490196078425
3.764705882352941,190d6943,2025-08-16T02:29:05Z,15.0,0,10.0,15384.0,b650cee7,5.0,0.3355912061794415,reassign_student;reassign_student;reassign_student;swap_students;swap_students;reassign_student;swap_students;reassign_student;reassign_student;reassign_student;swap_students;swap_students;reassign_student;reassign_student;swap_students;swap_students;reassign_student;swap_students;swap_students;swap_students...,phase3_hc_random,384.0,20.588235294117645,29.79,2000,0.0,44.11764705882353
3.294117647058824,1eb4d10f,2025-08-16T02:29:28Z,12.0,0,7.0,12336.0,b650cee7,5.0,0.3038178234256668,reassign_student;swap_students;swap_students;reassign_student;reassign_student;reassign_student;reassign_student;reassign_student;reassign_student;swap_students;reassign_student;reassign_student;swap_students;reassign_student;swap_students;reassign_student;reassign_student;reassign_student;swap_students;reassign_student...,phase3_hc_greedy,336.0,29.411764705882355,23.32,1685,0.0,54.90196078431373
3.450980392156863,cd13af84,2025-08-16T02:30:06Z,16.0,0,10.0,16352.0,b650cee7,6.0,0.3139421514462138,swap_students;reassign_student;swap_students;reassign_student;swap_students;swap_students;swap_students;reassign_student;swap_students;swap_students;reassign_student;reassign_student;reassign_student;reassign_student;reassign_student;reassign_student;reassign_student;swap_students;reassign_student;swap_students...,phase3_hc_random,352.0,23.52941176470588,37.7,2000,0.0,54.90196078431373
2.950980392156863,297369d9,2025-08-16T02:30:42Z,15.0,0,8.0,14321.0,b650cee7,6.0,0.260907752931681,swap_students;reassign_student;swap_students;swap_students;reassign_student;swap_students;reassign_student;reassign_student;swap_students;reassign_student;reassign_student;reassign_student;reassign_student;reassign_student;swap_students;reassign_student;reassign_student;swap_students;reassign_student;swap_students...,phase3_hc_greedy,301.0,32.35294117647059,36.17,2000,1.0,64.70588235294117
3.656862745098039,27775d23,2025-08-16T02:31:44Z,14.0,0,9.0,14373.0,b650cee7,5.0,0.3338795928928756,swap_students;reassign_student;swap_students;reassign_student;swap_students;reassign_student;reassign_student;swap_students;swap_students;reassign_student;swap_students;reassign_student;swap_students;swap_students;swap_students;reassign_student;swap_students;swap_students;swap_students;swap_students...,phase3_hc_random,373.0,19.607843137254903,61.98,2000,0.0,51.9607843137255
3.0098039215686274,d14b5db2,2025-08-16T02:32:27Z,14.0,0,7.0,13327.0,b650cee7,6.0,0.26297152767741,swap_students;reassign_student;reassign_student;swap_students;swap_students;swap_students;reassign_student;reassign_student;swap_students;reassign_student;reassign_student;reassign_student;swap_students;swap_students;swap_students;reassign_student;swap_students;reassign_student;swap_students;swap_students...,phase3_hc_greedy,307.0,31.37254901960784,42.3,2000,1.0,59.80392156862745
3.3823529411764706,4133e5c2,2025-08-16T02:33:10Z,16.0,0,8.0,15365.0,b650cee7,7.0,0.3048780487804878,reassign_student;swap_students;swap_students;reassign_student;reassign_student;reassign_student;reassign_student;swap_students;reassign_student;reassign_student;reassign_student;reassign_student;reassign_student;swap_students;swap_students;reassign_student;swap_students;reassign_student;swap_students;reassign_student...,phase3_hc_random,345.0,23.52941176470588,43.56,2000,1.0,55.88235294117647
3.0686274509803924,2896a468,2025-08-16T02:33:36Z,14.0,0,7.0,14313.0,b650cee7,7.0,0.2802063468779032,swap_students;swap_students;reassign_student;swap_students;reassign_student;reassign_student;swap_students;reassign_student;swap_students;swap_students;reassign_student;swap_students;swap_students;reassign_student;reassign_student;swap_students;swap_students;swap_students;reassign_student;swap_students...,phase3_hc_greedy,313.0,34.31372549019608,25.59,2000,0.0,59.80392156862745
3.5588235294117645,4bc98b1c,2025-08-16T02:34:01Z,14.0,0,8.0,14363.0,b650cee7,6.0,0.3018546449919,reassign_student;swap_students;reassign_student;swap_students;swap_students;swap_students;reassign_student;swap_students;reassign_student;reassign_student;reassign_student;reassign_student;swap_students;reassign_student;reassign_student;swap_students;swap_students;reassign_student;reassign_student;reassign_student...,phase3_hc_random,363.0,14.705882352941178,25.22,2000,0.0,52.94117647058824
