iter,best_total,gini,total_violations
1,33448.0,0.1717426010069999,44.0
2,33448.0,0.16617748970690163,45.0
3,33448.0,0.1660971442518917,45.0
4,33448.0,0.15589842494374784,44.0
5,33448.0,0.16390041493775948,47.0
6,33448.0,0.1619575366378437,45.0
7,33448.0,0.1618862421001458,44.0
8,32449.0,0.15942995755003028,43.0
9,32449.0,0.157911724360526,43.0
10,32449.0,0.1729279947273028,43.0
11,32449.0,0.1729279947273028,44.0
12,32449.0,0.1729411764705881,44.0
13,32449.0,0.16617748970690163,43.0
14,32449.0,0.17035081255884407,45.0
15,32449.0,0.1729279947273028,43.0
16,32432.0,0.16512082011227736,42.0
17,32411.0,0.1636219705273414,41.0
18,32411.0,0.16617748970690163,42.0
19,32411.0,0.17186540587007243,42.0
20,32411.0,0.1662173202614379,42.0
21,32411.0,0.17478167737683312,41.0
22,32411.0,0.1662173202614379,42.0
23,32411.0,0.16365633390285597,42.0
24,32411.0,0.17597627286208609,42.0
25,32411.0,0.16100667070952093,43.0
26,32411.0,0.16617748970690163,44.0
27,32375.0,0.16814032502353765,39.0
28,32375.0,0.16814340799081165,42.0
29,32375.0,0.18151856487275758,40.0
30,32375.0,0.17484004127966976,40.0
31,32375.0,0.16707516339869272,39.0
32,32375.0,0.16916892279924536,40.0
33,32375.0,0.16917416861922943,42.0
34,32375.0,0.18150842426522837,39.0
35,32375.0,0.17039954056936601,41.0
36,32375.0,0.16814340799081165,40.0
37,31383.0,0.18048790641521983,38.0
38,31383.0,0.19370172311348774,38.0
39,31383.0,0.18934612471598075,39.0
40,30393.0,0.19367530092297208,37.0
41,30393.0,0.2042878689937513,37.0
42,30393.0,0.19590792838874668,39.0
43,30393.0,0.1979019178787488,38.0
44,30393.0,0.1979019178787488,37.0
45,30393.0,0.19460463924131735,38.0
46,30393.0,0.2001633986928105,36.0
47,30393.0,0.20244238046095636,38.0
48,30393.0,0.1934315842967859,38.0
49,29402.0,0.20666319625195215,36.0
50,29402.0,0.21310399159663862,39.0
51,29402.0,0.21303241654603677,36.0
52,29402.0,0.21117822128851538,36.0
53,29402.0,0.20657797487065785,36.0
54,29402.0,0.20666319625195215,36.0
55,29402.0,0.20021881838074398,37.0
56,29402.0,0.20523308661212816,38.0
57,29402.0,0.2033773861967693,37.0
58,29402.0,0.21303241654603677,38.0
59,29402.0,0.21932392866648928,37.0
60,29402.0,0.21942637099986717,36.0
61,29402.0,0.21707424542850826,37.0
62,29402.0,0.2184684684684685,36.0
63,29402.0,0.20570959661397586,37.0
64,29402.0,0.2090196078431372,37.0
65,29402.0,0.2184684684684685,37.0
66,29402.0,0.20657797487065785,37.0
67,29402.0,0.2171370790468654,36.0
68,29402.0,0.2089392549893008,37.0
69,29402.0,0.20666319625195215,36.0
