iter,best_total,gini,total_violations
1,40434.0,0.18723404255319143,50.0
2,40434.0,0.1846163412510881,50.0
3,40434.0,0.18049535603715164,50.0
4,40434.0,0.1867730142904619,50.0
5,40434.0,0.1749118057264749,51.0
6,40434.0,0.18167309206980872,51.0
7,40434.0,0.17143614202437743,51.0
8,40434.0,0.18049535603715164,50.0
9,39439.0,0.18049535603715164,49.0
10,39439.0,0.1828752642706131,52.0
11,39439.0,0.1806899975179944,49.0
12,39439.0,0.1849839723575204,50.0
13,39439.0,0.17924528301886775,50.0
14,39439.0,0.1870238541276383,50.0
15,38440.0,0.181889633490527,48.0
16,38440.0,0.19274047948944023,49.0
17,38440.0,0.18307577268195413,49.0
18,38440.0,0.194858200791046,48.0
19,38440.0,0.1950874973645373,48.0
20,38440.0,0.1950874973645373,49.0
21,38440.0,0.18840216937838966,50.0
22,38440.0,0.18602525756065133,48.0
23,38440.0,0.17924528301886775,51.0
24,38440.0,0.18411889068523812,48.0
25,38440.0,0.19387412352521294,48.0
26,38440.0,0.19274047948944023,48.0
27,38440.0,0.18602525756065133,48.0
28,38440.0,0.18307577268195413,48.0
29,38440.0,0.1950874973645373,48.0
30,38440.0,0.19084129378247025,48.0
31,38440.0,0.1882311310936263,49.0
32,38440.0,0.19251717781129546,48.0
33,38440.0,0.18307577268195413,51.0
34,38440.0,0.18208763420801716,48.0
35,38440.0,0.17632671517244194,49.0
36,38440.0,0.1844427792348361,49.0
37,38440.0,0.18307577268195413,48.0
38,37441.0,0.18208763420801716,47.0
39,36444.0,0.18760951188986236,46.0
40,36444.0,0.19185875635050592,48.0
41,36444.0,0.19972837619896447,47.0
42,36444.0,0.19013729688877679,49.0
43,36444.0,0.2008951406649615,47.0
44,36444.0,0.18861574480538473,48.0
45,36444.0,0.2007358257836756,46.0
46,36444.0,0.1929226626272826,47.0
47,36429.0,0.1942863166772086,45.0
48,36429.0,0.20712661432187748,46.0
49,36429.0,0.20192675768789065,45.0
50,36429.0,0.19972837619896447,45.0
51,36429.0,0.19410081629218204,48.0
52,36429.0,0.19527552400270448,46.0
53,36429.0,0.2048143876286897,45.0
54,36429.0,0.19865169495129925,47.0
55,36429.0,0.20712661432187748,46.0
56,36429.0,0.19443035835023656,46.0
57,36429.0,0.19542201329775988,45.0
58,36429.0,0.19838648202261477,46.0
59,36429.0,0.19443035835023656,46.0
60,36429.0,0.20294117647058812,45.0
61,36429.0,0.19838648202261477,46.0
62,36429.0,0.20310564312871116,45.0
63,36429.0,0.19865169495129925,46.0
64,36429.0,0.1942863166772086,45.0
65,36429.0,0.19013729688877679,46.0
66,36429.0,0.2008951406649615,45.0
67,36429.0,0.19542201329775988,46.0
68,36429.0,0.20310564312871116,45.0
69,36429.0,0.20730134158926738,45.0
70,35430.0,0.19443035835023656,44.0
71,34414.0,0.19876385336743377,42.0
72,34414.0,0.21172113289760355,42.0
73,34414.0,0.20519435844513256,42.0
74,34414.0,0.2029218689664049,45.0
75,34414.0,0.19883378187876452,42.0
76,34414.0,0.20322801609726857,43.0
77,34414.0,0.1974182297647909,45.0
78,34414.0,0.2039473684210528,42.0
79,34414.0,0.20322801609726857,42.0
80,34414.0,0.2062278655955773,43.0
81,34414.0,0.20752353804958085,42.0
82,34414.0,0.21060035493225984,42.0
83,34414.0,0.2052790346907994,42.0
84,34411.0,0.19631135391521645,42.0
85,34411.0,0.20051150895140654,45.0
86,34411.0,0.20929429040338574,42.0
87,33419.0,0.20829562594268475,41.0
88,32400.0,0.20838731968558324,39.0
89,32400.0,0.20416613034710604,40.0
90,32400.0,0.21477124183006535,40.0
91,32400.0,0.21886651752423555,39.0
92,32400.0,0.21704306722689065,40.0
93,32400.0,0.21253423764184173,42.0
94,32377.0,0.20592525850602825,38.0
95,32377.0,0.21886651752423555,38.0
96,32377.0,0.21021079513483096,38.0
97,32377.0,0.21021079513483096,38.0
98,32377.0,0.20811833505331978,38.0
99,32376.0,0.20455518451922244,38.0
100,32376.0,0.20026795967844835,40.0
101,32376.0,0.21745491069479017,39.0
102,32376.0,0.21642701525054464,38.0
103,32376.0,0.21388997099943713,38.0
104,32376.0,0.21070889894419303,38.0
105,32376.0,0.21752450980392143,38.0
106,32376.0,0.2088923288613692,39.0
107,32376.0,0.21107648357356174,39.0
108,32376.0,0.21344724142428598,38.0
109,32376.0,0.20925110132158575,38.0
110,32376.0,0.21494881138296038,39.0
111,32376.0,0.19796298649049282,40.0
112,32376.0,0.20455518451922244,38.0
113,32376.0,0.20566735466116293,39.0
114,32376.0,0.2087696617108381,41.0
115,32376.0,0.20993320405085109,38.0
116,32376.0,0.2067404642382116,39.0
117,32376.0,0.20854833161334718,39.0
118,32376.0,0.21752450980392143,38.0
119,32376.0,0.20773133814929493,38.0
120,32376.0,0.20704589528118933,39.0
121,32376.0,0.21097866459359052,39.0
122,32376.0,0.20886239958538455,41.0
123,32376.0,0.2087696617108381,38.0
124,32376.0,0.21494881138296038,39.0
125,32376.0,0.20233670810372079,41.0
126,32376.0,0.21097866459359052,39.0
127,32376.0,0.20463809156047533,41.0
128,32376.0,0.21752450980392143,38.0
129,32376.0,0.20993320405085109,39.0
130,32375.0,0.20272117561621592,38.0
131,32375.0,0.19622665480879187,39.0
132,32375.0,0.20695734434124538,41.0
133,32375.0,0.20166240409207142,39.0
134,32375.0,0.20704589528118933,38.0
135,32375.0,0.20704589528118933,38.0
136,32375.0,0.2037417587122184,39.0
137,32375.0,0.2113241772479916,39.0
138,31377.0,0.20382288582829197,37.0
139,31377.0,0.19726678550207952,40.0
140,31377.0,0.20139689862873247,40.0
141,31377.0,0.21243276071490552,38.0
142,31377.0,0.20618401206636494,37.0
143,31377.0,0.21030713170223844,38.0
144,31377.0,0.21570810952443328,37.0
145,31377.0,0.21669292717086833,37.0
146,31377.0,0.20386136910904729,38.0
147,31377.0,0.2048480930833872,38.0
148,31377.0,0.21265120747630895,37.0
149,31377.0,0.21662518013887064,38.0
150,31377.0,0.20480736154110785,38.0
151,31377.0,0.2024145902902645,40.0
152,31377.0,0.2102540795567673,38.0
153,31377.0,0.21671711190068868,38.0
154,31377.0,0.20382288582829197,38.0
155,31377.0,0.21030713170223844,39.0
156,31377.0,0.21669292717086833,37.0
157,30380.0,0.2062278655955773,36.0
158,30380.0,0.20940393895917583,37.0
159,30380.0,0.2148546918767507,36.0
160,30380.0,0.21265120747630895,37.0
161,30380.0,0.20852854416102728,37.0
162,30380.0,0.20622862831666872,37.0
163,30380.0,0.21265120747630895,36.0
164,30380.0,0.21901299845781005,37.0
165,30380.0,0.21262254901960784,37.0
166,30380.0,0.2048480930833872,38.0
167,30380.0,0.21041394335511984,36.0
168,30380.0,0.21263616557734213,36.0
169,29390.0,0.21899841017488078,35.0
170,29390.0,0.23153031327473536,36.0
171,29390.0,0.22930407861084937,35.0
172,29390.0,0.2221630733741461,35.0
173,29390.0,0.22084273890142972,37.0
174,29390.0,0.21991324746602933,36.0
175,29390.0,0.22522342270241408,35.0
176,29390.0,0.2306170174491816,36.0
177,29371.0,0.21991324746602933,34.0
178,29371.0,0.23243182330403425,35.0
179,29371.0,0.228400035813412,34.0
180,29371.0,0.22205882352941167,35.0
181,29371.0,0.2221110666488817,34.0
182,29371.0,0.2261616975557346,36.0
183,29371.0,0.23232803514015296,34.0
184,29371.0,0.22123147901694615,36.0
185,29371.0,0.23240263847474468,34.0
186,29371.0,0.22750011166197662,35.0
187,29371.0,0.2283618252793108,35.0
188,29371.0,0.21901299845781005,35.0
189,29371.0,0.2315614319122144,35.0
190,29371.0,0.23240263847474468,35.0
191,29371.0,0.22205882352941167,36.0
192,29371.0,0.23024633194238792,34.0
193,29371.0,0.2176470588235293,35.0
194,29371.0,0.21855679208620388,38.0
195,29371.0,0.21985626829917507,35.0
196,29371.0,0.23232803514015296,34.0
197,29371.0,0.2315614319122144,34.0
198,29371.0,0.23232803514015296,35.0
199,29371.0,0.22078786265637498,37.0
200,29371.0,0.22392692840234024,36.0
201,29371.0,0.2199258081611023,36.0
202,29371.0,0.2239784802810012,35.0
203,29371.0,0.22073273753946018,36.0
204,29371.0,0.21855679208620388,35.0
205,29371.0,0.22123147901694615,35.0
206,29371.0,0.22392692840234024,36.0
207,29371.0,0.2157964309319232,36.0
208,29371.0,0.23021226839359593,35.0
209,29371.0,0.21767355590884996,35.0
210,29332.0,0.22176381864963196,32.0
211,29332.0,0.2293401378816365,32.0
212,29332.0,0.22580213903743315,32.0
213,29332.0,0.23415940450254155,33.0
214,29332.0,0.22084273890142972,33.0
215,29332.0,0.23337840883479835,32.0
216,29332.0,0.2320261437908497,32.0
217,29332.0,0.22357832021697555,32.0
218,29330.0,0.21767355590884996,32.0
219,29330.0,0.2262048327303585,32.0
220,29330.0,0.2184810575814037,33.0
221,29330.0,0.22176381864963196,33.0
222,29330.0,0.22392692840234024,32.0
223,29330.0,0.21979903072340037,32.0
224,29330.0,0.22176381864963196,36.0
225,29330.0,0.22397504456327985,32.0
226,29330.0,0.22392692840234024,33.0
227,29330.0,0.22392692840234024,33.0
228,29330.0,0.2293128260478503,33.0
229,29330.0,0.2293128260478503,32.0
230,29329.0,0.21769112139237706,32.0
231,29329.0,0.22177223033682997,34.0
232,29329.0,0.21854114106139072,34.0
233,29329.0,0.21769112139237706,35.0
234,29329.0,0.21766464433306965,33.0
235,29329.0,0.2301780482307867,32.0
236,29329.0,0.2198689859691054,33.0
237,29329.0,0.22620320855614978,34.0
238,29329.0,0.2239819004524886,33.0
239,29329.0,0.21542249186670195,35.0
240,29329.0,0.21358543417366924,34.0
241,29329.0,0.21854114106139072,32.0
242,29329.0,0.21855679208620388,33.0
243,29329.0,0.22934894781711312,32.0
244,29329.0,0.21766464433306965,33.0
245,29329.0,0.22803608915092205,32.0
246,29329.0,0.21447997543536423,33.0
247,29329.0,0.22934013788163665,33.0
248,29329.0,0.22177223033682997,33.0
249,29329.0,0.21854114106139072,33.0
250,29327.0,0.21447997543536423,32.0
251,29327.0,0.2199258081611023,33.0
252,29327.0,0.21031694274162008,34.0
253,29327.0,0.2270534637545221,34.0
254,29327.0,0.20897603485838787,34.0
255,29327.0,0.22486631016042782,33.0
256,29327.0,0.22620320855614978,33.0
257,29327.0,0.22486772486772474,33.0
258,29327.0,0.22079847740450578,34.0
259,29327.0,0.22701574909139854,33.0
260,29327.0,0.2199258081611023,33.0
261,29327.0,0.22531234716108656,32.0
262,29327.0,0.20809474232170752,33.0
263,29327.0,0.22701574909139854,32.0
264,29327.0,0.22701574909139854,32.0
265,29327.0,0.22079847740450578,33.0
266,29327.0,0.21121009651076456,36.0
267,29327.0,0.22079847740450578,32.0
268,29327.0,0.22289963821519482,33.0
269,29327.0,0.21445528884199425,35.0
270,29327.0,0.22076488252958848,32.0
271,29327.0,0.22705703285880552,33.0
272,29327.0,0.21854114106139072,33.0
273,29327.0,0.22705703285880552,33.0
274,29327.0,0.22701574909139854,33.0
275,29327.0,0.21531174267459782,35.0
276,29327.0,0.22264461340091588,32.0
277,29327.0,0.22705703285880552,32.0
278,29327.0,0.21855679208620388,36.0
279,29327.0,0.21855679208620388,35.0
280,29327.0,0.22078786265637498,34.0
281,29327.0,0.22486772486772474,33.0
282,29327.0,0.21446078431372534,34.0
283,29327.0,0.2262048327303585,32.0
284,29327.0,0.2262048327303585,32.0
285,29327.0,0.22078786265637498,32.0
286,29327.0,0.22701574909139854,33.0
287,29327.0,0.22078786265637498,34.0
288,29327.0,0.2153345643190012,34.0
289,29327.0,0.2166578343048932,32.0
290,29327.0,0.22701574909139854,33.0
291,29327.0,0.21222864145658252,35.0
292,29327.0,0.22486631016042782,33.0
293,29327.0,0.21754107048224686,32.0
294,29327.0,0.2239819004524886,34.0
295,29326.0,0.21222864145658252,32.0
296,29326.0,0.2247739278359744,32.0
297,29326.0,0.2058389727572446,35.0
298,29326.0,0.21086073627669322,33.0
299,29326.0,0.21132897603485853,34.0
300,29326.0,0.21852831020048466,33.0
301,29326.0,0.21626037802508377,32.0
302,29326.0,0.20897603485838787,33.0
303,29326.0,0.21219897354915102,33.0
304,29325.0,0.21086073627669322,32.0
305,29325.0,0.21718777601130546,32.0
306,29325.0,0.21307628196692538,34.0
307,29325.0,0.20531841055006075,35.0
308,29322.0,0.20670657643588414,32.0
309,29322.0,0.20666492761184307,33.0
310,29322.0,0.20809964784139828,33.0
311,29322.0,0.2089392549893008,32.0
312,29322.0,0.21855679208620388,32.0
313,29322.0,0.21942637099986717,33.0
314,29322.0,0.20527637103406468,33.0
315,29322.0,0.2067047569579706,36.0
316,29322.0,0.21942637099986717,32.0
317,29322.0,0.20666492761184307,33.0
318,29322.0,0.21531341843224985,32.0
319,29322.0,0.2162784576918015,32.0
320,29322.0,0.2193682903025466,32.0
321,29322.0,0.21524465642112703,33.0
322,29322.0,0.21307628196692538,33.0
323,29322.0,0.20670657643588414,33.0
324,29322.0,0.21307628196692538,32.0
325,29322.0,0.20753812636165575,33.0
326,29322.0,0.20809964784139828,34.0
327,29322.0,0.21117822128851524,33.0
328,29322.0,0.20437073507817216,33.0
329,29322.0,0.2193682903025466,32.0
330,29322.0,0.21310399159663862,33.0
331,29322.0,0.2193682903025466,32.0
332,29322.0,0.21310399159663862,34.0
333,29322.0,0.2089392549893008,35.0
334,29322.0,0.20897603485838787,34.0
335,29322.0,0.21082808123249291,33.0
336,29322.0,0.21082808123249291,32.0
337,29322.0,0.21529060054515076,33.0
