iter,best_total,gini,total_violations
1,41403.0,0.13888888888888878,51.0
2,41403.0,0.12891482722755107,52.0
3,41403.0,0.13888888888888878,52.0
4,41403.0,0.13053882970511052,53.0
5,41403.0,0.1302631072075195,53.0
6,40387.0,0.13255598097227064,49.0
7,40387.0,0.1438039215686275,50.0
8,40387.0,0.1466642995226259,49.0
9,40387.0,0.1396375283181002,51.0
10,40387.0,0.13227574494364677,49.0
11,40387.0,0.13381867598524566,48.0
12,40387.0,0.1466642995226259,49.0
13,40387.0,0.1360099595393713,49.0
14,40387.0,0.13614832071442426,49.0
15,40387.0,0.14155144129364902,49.0
16,40387.0,0.12891482722755107,50.0
17,40387.0,0.1466642995226259,49.0
18,40387.0,0.13402583255524436,50.0
19,40387.0,0.12760446644411189,51.0
20,40387.0,0.1464288526655642,50.0
21,40387.0,0.1454084639867972,50.0
22,40387.0,0.13227574494364677,49.0
23,40387.0,0.1466642995226259,49.0
24,40387.0,0.14446019371604057,49.0
25,40387.0,0.12760446644411189,50.0
26,40387.0,0.1464288526655642,49.0
27,39389.0,0.13381867598524566,48.0
28,39389.0,0.14785105961576553,48.0
29,39389.0,0.13501344871944795,49.0
30,39389.0,0.13501344871944795,48.0
31,39389.0,0.1454084639867972,48.0
32,39389.0,0.1384266854152019,50.0
33,39389.0,0.1476518026565465,49.0
34,39389.0,0.1476518026565465,48.0
35,39389.0,0.1466642995226259,48.0
36,39389.0,0.14282352941176482,49.0
37,39389.0,0.1466642995226259,48.0
38,39389.0,0.14505079140089763,48.0
39,39389.0,0.1476518026565465,48.0
40,39389.0,0.14785105961576553,48.0
41,39389.0,0.14785105961576553,48.0
42,39374.0,0.14086274509803917,47.0
43,38383.0,0.15460644542949561,46.0
44,38383.0,0.16150246106673125,47.0
45,38383.0,0.1476518026565465,47.0
46,38383.0,0.16150246106673125,47.0
47,38383.0,0.15478191276510608,48.0
48,38383.0,0.16150246106673125,47.0
49,38383.0,0.1616535273903376,47.0
50,38383.0,0.15554221688675463,46.0
51,38383.0,0.15730472516875582,45.0
52,38383.0,0.16723500994600762,46.0
53,38383.0,0.15039971363799076,48.0
54,38383.0,0.15911282545805194,48.0
55,38383.0,0.16833802127919795,46.0
56,38383.0,0.15299697114618208,48.0
57,38383.0,0.15439183803602743,47.0
58,38383.0,0.16833802127919795,46.0
59,38383.0,0.15929862704835548,46.0
60,38383.0,0.15342242373622886,47.0
61,38383.0,0.16251962797439298,46.0
62,38383.0,0.1656538648517257,47.0
63,38383.0,0.15929862704835548,46.0
64,38383.0,0.15554221688675463,46.0
65,37384.0,0.15478191276510608,45.0
66,37384.0,0.15478191276510608,45.0
67,37384.0,0.1681718330485723,45.0
68,36405.0,0.15491799991980426,45.0
69,36405.0,0.15720497644643072,46.0
70,36405.0,0.15394157663065225,47.0
71,36405.0,0.16394673811553626,46.0
72,36405.0,0.15944484789800686,47.0
73,36405.0,0.15955124317768346,46.0
74,36405.0,0.16846405228758174,46.0
75,36386.0,0.1550144648023142,44.0
76,36386.0,0.15859759541676746,45.0
77,36386.0,0.16859463450652248,44.0
78,36386.0,0.15394157663065225,45.0
79,36386.0,0.16854967456711287,44.0
