selected_by,n_runs,top3_delta_median_pp,top3_wilcoxon_stat,top3_wilcoxon_p,median_delta_rank_median,rank_wilcoxon_stat,rank_wilcoxon_p,selected_run_ids
avg_rank,2,9.405405405405405,0.0,0.5,0.0,0.0,1.0,"975ab178,c903f811"
