fitness_score,capacity_viol,seed,gini_satisfaction,alloc_csv,top1_pct,cx_ops,repair_per_op,run_id,elitism,patience,dataset_hash,conv_csv,timestamp,tag,cx_prob,top3_pct,mut_ops,mut_prob,under_cap,init_strategy,iterations,runtime_sec,total_violations,elig_viol,pop_size,avg_rank,pref_penalty,repair_calls,tag_label
21784.0,30,102,0.2484896661367249,20250819T232324Z_ga_alloc_20250819T232324Z.csv,17.647058823529413,1417,1.4942448552493897,20250819T232324Z,1,30,b650cee7,convergence_ga_ga_random_20250819T232324Z.csv,2025-08-19T23:23:24Z,ga_random,0.8,50.98039215686274,1450,0.4,7,random,30,111.65034409999498,78,41,120,3.372549019607843,344,4284,Ga Random
22623.0,28,107,0.2631731938058242,20250819T233046Z_ga_alloc_20250819T233046Z.csv,18.62745098039216,1428,1.491566265060241,20250819T233046Z,1,30,b650cee7,convergence_ga_ga_random_20250819T233046Z.csv,2025-08-19T23:30:46Z,ga_random,0.8,50.0,1477,0.4,4,random,30,79.29489069999545,78,46,120,3.362745098039216,343,4333,Ga Random
20580.0,23,113,0.2644437454126033,20250819T233841Z_ga_alloc_20250819T233841Z.csv,18.62745098039216,1402,1.4902097902097902,20250819T233841Z,1,30,b650cee7,convergence_ga_ga_random_20250819T233841Z.csv,2025-08-19T23:38:41Z,ga_random,0.8,53.92156862745098,1458,0.4,7,random,30,79.26615119999042,74,44,120,3.333333333333333,340,4262,Ga Random
20652.0,27,124,0.2645975517278734,20250819T235326Z_ga_alloc_20250819T235326Z.csv,14.705882352941178,1428,1.5056657223796035,20250819T235326Z,1,30,b650cee7,convergence_ga_ga_random_20250819T235326Z.csv,2025-08-19T23:53:26Z,ga_random,0.8,54.90196078431373,1396,0.4,10,random,30,85.49626350001199,77,40,120,3.450980392156863,352,4252,Ga Random
21149.0,20,106,0.2652742256322818,20250819T232927Z_ga_alloc_20250819T232927Z.csv,12.745098039215684,1431,1.5136396267049534,20250819T232927Z,1,30,b650cee7,convergence_ga_ga_random_20250819T232927Z.csv,2025-08-19T23:29:27Z,ga_random,0.8,49.01960784313725,1355,0.4,4,random,30,78.99007589998655,73,49,120,3.6176470588235294,369,4217,Ga Random
